Species	C1	C2	C3	Y1	Y2	Y3
Bradyrhizobium_betae	1	0	1	3	0	0
Bradyrhizobium_genosp._A	0	0	4	0	0	1
Brevibacterium_luteolum	0	2	2	1	0	0
Brevibacterium_sp._GP-SGM9	3	1	1	0	0	0
Brevundimonas_sp._BH3	3	0	0	0	0	2
Brevundimonas_sp._MF30-B	5	0	0	0	0	0
Burkholderia_cenocepacia	2	2	0	1	0	0
Burkholderia_singularis	0	5	0	0	0	0
Burkholderia_sp._MSMB0856	0	2	3	0	0	0
Burkholderia_thailandensis	2	1	1	0	0	1
Caballeronia_sp._M1242	2	1	2	0	0	0
Campylobacter_gracilis	0	4	1	0	0	0
Candidatus_Coxiella_mudrowiae	0	5	0	0	0	0
Candidatus_Cytomitobacter_primus	0	5	0	0	0	0
Candidatus_Kinetoplastidibacterium_kentomonadis	0	0	0	0	0	5
Candidatus_Nanosynbacter_sp._BB002	0	0	0	0	4	1
Candidatus_Sulfidibacterium_hydrothermale	1	4	0	0	0	0
Candidatus_Xianfuyuplasma_coldseepsis	0	4	1	0	0	0
Carboxydothermus_hydrogenoformans	0	1	0	0	3	1
Caulobacter_flavus	4	0	1	0	0	0
Caulobacter_rhizosphaerae	1	3	0	0	0	1
Caulobacter_sp.	3	0	0	0	0	2
Cedecea_lapagei	0	1	4	0	0	0
Chenggangzhangella_methanolivorans	3	1	1	0	0	0
Chitinophaga_pollutisoli	2	1	0	0	0	2
Chromobacterium_subtsugae	2	2	1	0	0	0
Chryseomicrobium_aureum	0	3	0	0	2	0
Citrobacter_pasteurii	4	0	1	0	0	0
Citrobacter_youngae	0	1	2	0	0	2
Clavibacter_michiganensis	5	0	0	0	0	0
Clostridium_gelidum	0	0	0	0	4	1
Clostridium_novyi	0	0	0	0	3	2
Clostridium_saccharoperbutylacetonicum	0	0	0	3	1	1
Clostridium_sp.	0	0	0	1	4	0
Clostridium_sp._BNL1100	0	0	1	0	3	1
Clostridium_sp._JN-1	0	0	0	3	2	0
Cognatishimia_activa	2	3	0	0	0	0
Cohaesibacter_marisflavi	1	2	1	0	0	1
Comamonas_antarctica	3	0	2	0	0	0
Commensalibacter_melissae	0	2	3	0	0	0
Corynebacterium_gerontici	0	2	1	2	0	0
Corynebacterium_glutamicum	0	0	0	0	0	5
Corynebacterium_macginleyi	3	0	0	2	0	0
Corynebacterium_matruchotii	0	0	0	2	2	1
Corynebacterium_tuberculostearicum	1	3	0	1	0	0
Couchioplanes_caeruleus	3	1	1	0	0	0
Crassaminicella_indica	0	4	0	0	1	0
Cronobacter_sakazakii	2	2	1	0	0	0
Crossiella_sp._CA-258035	2	0	0	0	0	3
Cupriavidus_basilensis	1	3	1	0	0	0
Cupriavidus_nantongensis	0	0	4	0	0	1
Cytobacillus_gottheilii	0	0	0	4	0	1
Dehalobacter_sp._CP	0	0	0	2	3	0
Dehalobacterium_formicoaceticum	0	0	0	0	4	1
Deinococcus_peraridilitoris	3	2	0	0	0	0
Deinococcus_radiophilus	1	1	3	0	0	0
Deinococcus_radiopugnans	1	1	3	0	0	0
Deinococcus_yunweiensis	2	0	0	0	3	0
Delmidovirus_splanchnicus	0	0	0	0	0	5
Denitrovibrio_acetiphilus	0	0	0	2	2	1
Desulfobulbus_oralis	1	3	1	0	0	0
Desulfolutivibrio_sulfodismutans	2	2	1	0	0	0
Desulfosarcina_sp._BuS5	0	0	1	0	0	4
Desulfosporosinus_youngiae	2	0	1	0	0	2
Desulfotomaculum_nigrificans	0	0	0	0	2	3
Desulfurivibrio_alkaliphilus	1	3	1	0	0	0
Desulfuromonas_sp._DDH964	0	3	0	0	2	0
Desulfuromonas_thiophila	4	1	0	0	0	0
Dyadobacter_endophyticus	0	1	1	0	3	0
Dyadobacter_sandarakinus	0	0	0	5	0	0
Edaphobacter_sp._4G125	5	0	0	0	0	0
Egicoccus_halophilus	0	0	0	3	0	2
Endozoicomonas_sp.	0	0	0	2	3	0
Enterobacter_sp._CP102	0	0	0	0	0	5
Fenollaria_sporofastidiosus	0	1	0	0	4	0
Flagellimonas_aurea	0	4	0	0	1	0
Fructilactobacillus_fructivorans	0	0	0	2	0	3
Fusobacterium_gonidiaformans	0	0	0	3	2	0
Gallibacterium_salpingitidis	1	0	0	4	0	0
Gaoshiqia_hydrogeniformans	1	4	0	0	0	0
Gemmatimonas_aurantiaca	0	0	4	1	0	0
Gemmatirosa_kalamazoonensis	0	4	0	0	0	1
Geodermatophilus_sp._DSM_44513	5	0	0	0	0	0
Gilliamella_sp._ESL0405	0	0	0	5	0	0
Glutamicibacter_creatinolyticus	0	0	4	0	1	0
Glutamicibacter_halophytocola	0	0	5	0	0	0
Gordonia_mangrovi	2	3	0	0	0	0
Gottschalkia_acidurici	1	0	1	0	1	2
Gracilinema_caldarium	3	0	0	0	2	0
Granulicella_sp._5B5	0	1	4	0	0	0
Gulosibacter_molinativorax	3	0	2	0	0	0
Halapricum_desulfuricans	3	1	1	0	0	0
Halioglobus_sp._Uisw_031	0	0	0	0	5	0
Halobacillus_shinanisalinarum	0	0	0	4	1	0
Halobacillus_sp._SY10	0	0	0	2	0	3
Halobacterium_zhouii	4	1	0	0	0	0
Halomonas_aestuarii	0	4	1	0	0	0
Helicobacter_pylori	1	0	0	1	2	1
Herbiconiux_sp._A18JL235	5	0	0	0	0	0
Hymenobacter_nivis	4	1	0	0	0	0
Hymenobacter_sp._BT18	2	3	0	0	0	0
Hyphococcus_flavus	0	5	0	0	0	0
Ilyobacter_polytropus	0	0	0	1	2	2
Isoptericola_dokdonensis	0	2	0	3	0	0
Kitasatospora_sp._NBC_00458	3	0	1	0	0	1
Kolteria_novifilia	3	0	0	1	0	1
Kribbella_flavida	2	1	0	0	0	2
Kribbella_sp._NBC_00709	1	0	0	1	3	0
Kutzneria_buriramensis	4	0	1	0	0	0
Leptodesmis_sichuanensis	0	5	0	0	0	0
Leucobacter_luti	1	2	0	2	0	0
Leucobacter_rhizosphaerae	5	0	0	0	0	0
Lichenicoccus_sp.	3	0	1	0	0	1
Lichenicola_cladoniae	1	3	1	0	0	0
Longispora_sp._K20-0274	3	1	1	0	0	0
Lonsdalea_populi	3	0	0	2	0	0
Luteolibacter_luteus	0	1	0	4	0	0
Lysinibacillus_sp._FSL_H8-0500	0	5	0	0	0	0
Lysinibacillus_sphaericus	0	0	0	2	0	3
Malacoplasma_muris	0	5	0	0	0	0
Malassezia_restricta	0	0	0	0	0	5
Marfavirus_marfa	5	0	0	0	0	0
Maribacter_hydrothermalis	0	5	0	0	0	0
Marinifilum_sp.	0	0	0	2	3	0
Marinobacter_similis	0	1	4	0	0	0
Marinobacterium_iners	4	1	0	0	0	0
Marinovum_algicola	1	2	1	0	0	1
Massilia_varians	1	2	2	0	0	0
Melissococcus_plutonius	1	0	0	2	2	0
Mesorhizobium_sp._M1D.F.Ca.ET.043.01.1.1	1	4	0	0	0	0
Metapseudomonas_otitidis	0	2	1	0	0	2
Methanobrevibacter_sp._AbM4	0	0	4	0	1	0
Methanocaldococcus_jannaschii	0	5	0	0	0	0
Methylobacillus_flagellatus	1	2	0	0	2	0
Methylobacterium_bullatum	2	3	0	0	0	0
Methylobacterium_currus	0	2	0	0	0	3
Methylobacterium_phyllosphaerae	5	0	0	0	0	0
Methylorubrum_populi	3	2	0	0	0	0
Methylosinus_sporium	2	1	0	0	0	2
Methylotenera_versatilis	0	0	0	0	0	5
Methylotuvimicrobium_sp._KM2	5	0	0	0	0	0
Microaceticoccus_formicicus	0	1	1	0	3	0
Microbacterium_horticulturae	0	5	0	0	0	0
Microbacterium_phyllosphaerae	2	3	0	0	0	0
Microbacterium_rhizosphaerae	1	0	4	0	0	0
Microbacterium_sp._Y-01	4	0	1	0	0	0
Microbispora_rosea	0	1	0	0	4	0
Microbulbifer_pacificus	0	0	4	0	1	0
Micrococcus_luteus	5	0	0	0	0	0
Micrococcus_lylae	1	4	0	0	0	0
Micromonospora_sp._NBC_00898	4	1	0	0	0	0
Micromonospora_sp._WMMD714	0	0	0	3	0	2
Micromonospora_sp._WMMD882	2	1	1	1	0	0
Microvirgula_aerodenitrificans	0	1	1	1	2	0
Miniphocaeibacter_halophilus	1	4	0	0	0	0
Mucilaginibacter_sp._McL0603	0	0	3	1	0	1
Mucilaginibacter_sp._SP1R1	0	0	0	2	0	3
Mucisphaera_calidilacus	1	4	0	0	0	0
Mumia_sp._ZJ1417	4	1	0	0	0	0
Mycobacterium_florentinum	0	0	0	1	0	4
Mycobacterium_paraterrae	5	0	0	0	0	0
Mycobacterium_sp._HNNTM2301	5	0	0	0	0	0
Mycolicibacterium_confluentis	2	1	0	0	2	0
Mycolicibacterium_phlei	0	1	0	4	0	0
Mycolicibacterium_rutilum	0	1	4	0	0	0
Mycoplasma_hafezii	0	5	0	0	0	0
Mycoplasmopsis_felis	0	5	0	0	0	0
Nanchangia_anserum	0	1	0	0	4	0
Neisseria_arctica	0	0	0	3	0	2
Neobacillus_sp._YX16	0	0	0	3	1	1
Nitrogeniibacter_mangrovi	0	0	5	0	0	0
Nocardia_gipuzkoensis	0	5	0	0	0	0
Nocardia_otitidiscaviarum	0	1	2	0	2	0
Nocardia_puris	3	2	0	0	0	0
Nocardioides_anomalus	2	1	2	0	0	0
Nocardioides_sp._Kera_G14	4	1	0	0	0	0
Nocardioides_sp._R1-1	3	0	2	0	0	0
Nocardioides_sp._TF02-7	4	1	0	0	0	0
Novosphingobium_rhizosphaerae	0	0	5	0	0	0
Novosphingobium_sp._BL-8A	0	0	4	0	0	1
Novosphingobium_sp._THN1	3	0	2	0	0	0
Paenibacillus_albus	0	3	1	0	1	0
Paenibacillus_bovis	2	0	3	0	0	0
Paenibacillus_larvae	0	0	0	0	4	1
Paenibacillus_sp._FSL_R10-2782	0	0	0	0	2	3
Paenibacillus_sp._FSL_W8-0186	2	1	1	0	0	1
Paenibacillus_sp._IHBB_10380	3	0	0	0	2	0
Paenibacillus_sp._JNUCC-31	0	0	1	3	1	0
Paenibacillus_sp._PAMC21692	2	3	0	0	0	0
Paenibacillus_sp._SYP-B4298	1	0	2	1	1	0
Paenibacillus_sp._URB8-2	0	3	0	1	1	0
Paraburkholderia_caribensis	0	0	4	1	0	0
Paraburkholderia_phenoliruptrix	0	0	5	0	0	0
Paraburkholderia_phymatum	0	0	5	0	0	0
Paraburkholderia_sacchari	0	0	5	0	0	0
Paracoccus_jeotgali	0	5	0	0	0	0
Paracoccus_liaowanqingii	4	0	1	0	0	0
Paracoccus_sp._AK26	5	0	0	0	0	0
Paracoccus_suum	3	0	2	0	0	0
Paramicrobacterium_chengjingii	0	5	0	0	0	0
Paraoerskovia_sediminicola	5	0	0	0	0	0
Pedobacter_steynii	0	0	3	2	0	0
Pelagovum_sp._HNIBRBA483	0	0	0	1	4	0
Pendulispora_albinea	2	0	0	0	3	0
Phyllobacterium_sp._T1293	2	0	2	0	0	1
Phytobacter_ursingii	1	2	2	0	0	0
Pigmentiphaga_sp._H8	2	3	0	0	0	0
Piscinibacter_sakaiensis	2	2	0	1	0	0
Planococcus_koreensis	0	1	0	2	2	0
Polystyrenella_longa	2	1	2	0	0	0
Pontibacter_actiniarum	2	1	1	1	0	0
Pontibacter_kalidii	0	0	5	0	0	0
Prevotella_bivia	0	5	0	0	0	0
Prevotella_fusca	1	2	1	0	1	0
Prevotella_scopos	0	0	0	0	3	2
Prevotella_sp.	0	4	1	0	0	0
Proteiniphilum_propionicum	4	1	0	0	0	0
Proteus_vulgaris	0	0	0	0	5	0
Pseudaeromonas_aegiceratis	2	2	0	1	0	0
Pseudescherichia_vulneris	0	4	1	0	0	0
Pseudodesulfovibrio_indicus	5	0	0	0	0	0
Pseudodesulfovibrio_tunisiensis	1	2	1	0	1	0
Pseudoduganella_flava	2	1	2	0	0	0
Pseudofrankia_inefficax	1	4	0	0	0	0
Pseudomonas_entomophila	0	5	0	0	0	0
Pseudomonas_sp._MPB03	0	0	5	0	0	0
Pseudomonas_sp._NA-150	5	0	0	0	0	0
Pseudomonas_sp._PLMAX	0	0	5	0	0	0
Pseudoxanthomonas_daejeonensis	2	0	3	0	0	0
Pseudoxanthomonas_mexicana	4	1	0	0	0	0
Pukyongiella_litopenaei	0	2	3	0	0	0
Rathayibacter_sp._VKM_Ac-2804	3	1	1	0	0	0
Rhizobium_rhododendri	0	0	5	0	0	0
Rhodanobacter_thiooxydans	1	2	1	1	0	0
Rhodococcus_erythropolis	2	1	1	0	1	0
Rhodomicrobium_vannielii	4	0	1	0	0	0
Rhodospirillum_rubrum	1	3	1	0	0	0
Rohdeia_mirabilis	3	1	1	0	0	0
Roseateles_chitinivorans	5	0	0	0	0	0
Roseinatronobacter_bogoriensis	2	3	0	0	0	0
Roseovarius_sp._SCSIO_43702	1	1	3	0	0	0
Rubrivirga_sp._IMCC45206	1	0	0	4	0	0
Ruminiclostridium_cellulolyticum	0	0	0	2	2	1
Saccharopolyspora_erythraea	2	0	1	0	2	0
Salicibibacter_kimchii	3	0	0	0	2	0
Salinibacterium_sp._TMP30	0	1	4	0	0	0
Sandaracinus_amylolyticus	0	4	0	1	0	0
Schaalia_sp._JY-X169	2	1	2	0	0	0
Schaalia_sp._ZJ405	0	0	0	0	4	1
Schnuerera_ultunensis	0	5	0	0	0	0
Sedimentibacter_sp._MB35-C1	0	1	1	0	3	0
Selenomonas_sp._oral_taxon_478	0	0	1	0	1	3
Selenomonas_sp._oral_taxon_920	2	3	0	0	0	0
Serinicoccus_hydrothermalis	1	3	1	0	0	0
Serratia_surfactantfaciens	0	5	0	0	0	0
Siccibacter_colletis	2	2	1	0	0	0
Silicimonas_algicola	1	3	0	0	1	0
Silvimonas_soli	2	2	1	0	0	0
Singulisphaera_acidiphila	3	0	0	0	2	0
Skermanella_mucosa	0	0	0	0	1	4
Sphaerochaeta_pleomorpha	1	0	1	3	0	0
Sphaerotilus_microaerophilus	3	0	0	0	0	2
Sphingobium_sp._R-21	1	1	0	2	0	1
Sphingobium_yanoikuyae	5	0	0	0	0	0
Sphingomonas_abietis	0	2	0	0	0	3
Sphingomonas_sp._DBB_INV_C78	5	0	0	0	0	0
Sporosarcina_oncorhynchi	2	0	2	0	0	1
Staphylococcus_argenteus	0	2	0	2	1	0
Staphylococcus_felis	0	1	2	0	2	0
Stappia_indica	4	0	1	0	0	0
Starkeya_sp._ORNL1	1	0	4	0	0	0
Streptococcus_hyointestinalis	0	0	0	3	2	0
Streptomyces_antibioticus	1	0	1	0	2	1
Streptomyces_collinus	0	3	0	1	1	0
Streptomyces_ficellus	1	3	1	0	0	0
Streptomyces_formicae	2	2	1	0	0	0
Streptomyces_genisteinicus	0	0	3	0	2	0
Streptomyces_hawaiiensis	0	0	5	0	0	0
Streptomyces_sirii	5	0	0	0	0	0
Streptomyces_sp._FXJ1.172	1	4	0	0	0	0
Streptomyces_sp._MST-110588	3	0	1	0	1	0
Streptomyces_sp._NA02950	1	2	0	0	2	0
Streptomyces_sp._NBC_00258	0	2	3	0	0	0
Streptomyces_sp._NBC_00286	3	2	0	0	0	0
Streptomyces_sp._NBC_01012	1	0	3	0	0	1
Streptomyces_sp._NBC_01808	0	1	0	0	0	4
Streptomyces_sp._S8	5	0	0	0	0	0
Streptomyces_sp._SCSIO_30461	0	1	0	0	0	4
Streptomyces_sp._T12	0	4	0	1	0	0
Streptomyces_sp._f51	3	0	0	0	0	2
Synechococcus_sp._JA-3-3Ab	1	1	0	0	2	1
Synechococcus_sp._PCC_7336	0	0	5	0	0	0
Synechococcus_sp._RSCCF101	1	0	2	0	2	0
Tepidibacter_aestuarii	1	1	0	2	0	1
Tessaracoccus_flavus	3	0	0	2	0	0
Thauera_sp._GDN1	0	0	0	0	5	0
Thermogutta_terrifontis	2	0	0	0	3	0
Thermomonas_sp._XSG	0	0	1	0	3	1
Thiocystis_violascens	3	0	1	0	1	0
Thiohalobacter_sp._COW1	0	0	5	0	0	0
Thiomicrorhabdus_lithotrophica	0	0	0	3	2	0
Tichowtungia_aerotolerans	3	0	2	0	0	0
Tissierella_carlieri	0	3	0	0	0	2
Tomitella_gaofuii	0	4	1	0	0	0
Treponema_parvum	0	4	0	0	0	1
Treponema_phagedenis	1	3	1	0	0	0
Treponema_sp._OMZ_838	0	0	0	0	2	3
Trueperella_abortisuis	0	4	1	0	0	0
Tsukamurella_paurometabola	4	0	0	1	0	0
Tsukamurella_pulmonis	0	0	5	0	0	0
Vagococcus_penaei	2	3	0	0	0	0
Vibrio_alfacsensis	0	0	0	0	0	5
Vibrio_porteresiae	0	0	0	1	0	4
Vreelandella_subglaciescola	1	1	3	0	0	0
Vreelandella_titanicae	0	1	0	0	2	2
Vulgatibacter_incomptus	0	2	3	0	0	0
Yoonia_vestfoldensis	0	5	0	0	0	0
Zhouia_spongiae	0	0	0	0	0	5
[Actinomadura]_parvosata	2	0	0	0	0	3
Abyssogena_phaseoliformis_symbiont	0	4	0	0	0	0
Acetobacter_persici	2	0	0	2	0	0
Acetobacterium_malicum	1	0	0	0	3	0
Acidihalobacter_yilgarnensis	2	0	0	0	0	2
Acidipropionibacterium_jensenii	2	2	0	0	0	0
Acidithiobacillus_ferridurans	4	0	0	0	0	0
Acinetobacter_sp.	0	0	0	0	0	4
Acinetobacter_sp._WCHAc010034	0	3	0	0	0	1
Actinocatenispora_sera	2	2	0	0	0	0
Actinomadura_citrea	0	4	0	0	0	0
Actinomyces_howellii	0	0	0	1	1	2
Actinomyces_procaprae	0	0	1	0	1	2
Actinomyces_trachealis	0	0	2	1	1	0
Actinoplanes_sp._CA-252034	1	3	0	0	0	0
Actinotignum_schaalii	0	1	0	3	0	0
Actinotignum_urinale	1	0	0	0	2	1
Acuticoccus_sp.	0	3	0	0	0	1
Acuticoccus_sp._MNP-M23	4	0	0	0	0	0
Advenella_mimigardefordensis	1	2	0	0	1	0
Aerococcus_mictus	0	0	0	0	4	0
Aeromicrobium_chenweiae	1	0	2	0	1	0
Aeromonas_salmonicida	0	3	1	0	0	0
Aeromonas_sp._ASNIH4	0	4	0	0	0	0
Agaribacterium_sp._ZY112	0	2	1	0	1	0
Agrilactobacillus_fermenti	0	3	0	0	0	1
Agrilutibacter_solisilvae	0	1	3	0	0	0
Agrobacterium_arsenijevicii	0	2	0	1	0	1
Aliiroseovarius_crassostreae	2	0	1	0	0	1
Alkalilimnicola_ehrlichii	0	2	2	0	0	0
Alkalitalea_saponilacus	3	1	0	0	0	0
Alloscardovia_omnicolens	0	0	0	2	2	0
Alteromonas_macleodii	0	0	0	0	0	4
Ancylobacter_pratisalsi	1	1	2	0	0	0
Aquabacterium_sp._J223	2	1	1	0	0	0
Arcobacter_porcinus	0	2	0	0	2	0
Arthrobacter_sp._FB24	2	2	0	0	0	0
Arthrobacter_sp._TMP15	0	4	0	0	0	0
Arthrobacter_sp._YA7-1	4	0	0	0	0	0
Atlantibacter_subterraneus	4	0	0	0	0	0
Avibacterium_paragallinarum	0	0	0	2	2	0
Azospira_inquinata	1	3	0	0	0	0
Azospirillum_thermophilum	1	1	2	0	0	0
Bacillus_carboniphilus	0	0	0	2	0	2
Bacillus_sp._KH172YL63	0	2	1	0	0	1
Bacillus_subtilis	0	0	2	1	0	1
Bergeyella_cardium	4	0	0	0	0	0
Bermanella_sp._WJH001	0	0	0	0	4	0
Bifidobacterium_choerinum	0	1	2	0	0	1
Bifidobacterium_sp._ESL0682	4	0	0	0	0	0
Bordetella_flabilis	0	2	2	0	0	0
Borrelia_sp._BU_AG58	0	4	0	0	0	0
Brachybacterium_halotolerans	0	0	2	0	2	0
Brachybacterium_saurashtrense	3	1	0	0	0	0
Bradyrhizobium_daqingense	1	0	0	0	3	0
Bradyrhizobium_huanghuaihaiense	3	0	1	0	0	0
Bradyrhizobium_icense	0	0	0	0	0	4
Bradyrhizobium_roseum	3	0	0	0	0	1
Bradyrhizobium_sp._CB82	2	0	2	0	0	0
Bradyrhizobium_sp._LLZ17	4	0	0	0	0	0
Bradyrhizobium_sp._SK17	0	0	3	0	1	0
Bradyrhizobium_sp._STM_3562	1	2	0	0	1	0
Bradyrhizobium_symbiodeficiens	2	1	0	0	1	0
Brevibacillus_marinus	1	1	0	0	2	0
Brevibacterium_siliguriense	0	0	1	0	3	0
Caenibius_sp._WL	0	3	0	0	0	1
Caldilinea_aerophila	3	1	0	0	0	0
Calothrix_sp._PCC_6303	0	1	0	2	0	1
Campylobacter_blaseri	0	4	0	0	0	0
Campylobacter_showae	1	0	1	1	0	1
Candidatus_Azobacteroides_pseudotrichonymphae	2	1	0	1	0	0
Candidatus_Carsonella_ruddii	0	4	0	0	0	0
Candidatus_Chlorohelix_allophototropha	0	0	4	0	0	0
Candidatus_Enterococcus_lowellii	0	1	0	0	2	1
Candidatus_Karelsulcia_muelleri	0	0	0	0	4	0
Candidatus_Protofrankia_datiscae	0	0	1	1	0	2
Candidatus_Thiodictyon_syntrophicum	1	1	0	0	2	0
Candidatus_Velamenicoccus_archaeovorus	1	3	0	0	0	0
Caproicibacterium_sp._XB2	0	1	2	1	0	0
Celeribacter_ethanolicus	1	3	0	0	0	0
Celeribacter_indicus	1	3	0	0	0	0
Cellulomonas_sp._NS3	1	0	0	1	0	2
Cellulophaga_sp._HaHaR_3_176	0	0	1	3	0	0
Changchengzhania_lutea	0	4	0	0	0	0
Chitiniphilus_eburneus	3	1	0	0	0	0
Chitiniphilus_purpureus	1	3	0	0	0	0
Chlorobaculum_sp._MV4-Y	3	0	1	0	0	0
Chondrinema_litorale	0	0	0	1	2	1
Chromobacterium_amazonense	2	0	1	0	1	0
Chromobacterium_vaccinii	3	1	0	0	0	0
Chryseobacterium_gallinarum	1	0	0	0	0	3
Ciceribacter_thiooxidans	0	0	3	0	0	1
Citrobacter_rodentium	2	0	1	0	0	1
Clavibacter_capsici	0	3	1	0	0	0
Clavibacter_tessellarius	1	0	0	0	3	0
Clostridium_aceticum	0	0	0	2	2	0
Clostridium_acetobutylicum	0	0	4	0	0	0
Clostridium_sp._'deep_sea'	0	2	1	0	1	0
Clostridium_sp._001	1	0	2	0	1	0
Clostridium_sp._DL-VIII	0	2	0	2	0	0
Clostridium_sp._JN-9	0	1	0	0	2	1
Clostridium_tagluense	0	0	0	1	1	2
Companilactobacillus_alimentarius	0	0	0	0	4	0
Corallococcus_macrosporus	0	3	1	0	0	0
Corynebacterium_aquatimens	0	1	3	0	0	0
Corynebacterium_bovis	4	0	0	0	0	0
Corynebacterium_ciconiae	0	2	0	0	2	0
Corynebacterium_kroppenstedtii	0	2	0	0	2	0
Corynebacterium_renale	2	0	0	1	1	0
Corynebacterium_uberis	3	0	0	1	0	0
Corynebacterium_urealyticum	1	3	0	0	0	0
Crenobacter_cavernae	0	0	0	0	4	0
Cupriavidus_metallidurans	2	0	2	0	0	0
Curtobacterium_flaccumfaciens	0	1	1	1	1	0
Curtobacterium_sp._MCSS17_007	1	2	0	0	0	1
Dactylosporangium_fulvum	0	1	1	0	0	2
Dactylosporangium_sp._CA-092794	1	2	0	1	0	0
Dactylosporangium_sp._CS-033363	1	0	2	0	1	0
Daejeonia_sp._YH14	0	2	0	0	1	1
Dechloromonas_denitrificans	2	1	1	0	0	0
Deinococcus_metallilatus	1	2	1	0	0	0
Deinococcus_radiodurans	2	0	0	0	1	1
Deinococcus_sp._AJ005	0	2	1	0	0	1
Deinococcus_sp._QL22	3	1	0	0	0	0
Demequina_capsici	3	0	0	0	1	0
Dermacoccus_sp._PAMC28757	1	0	0	1	2	0
Desulfitobacterium_dichloroeliminans	1	0	1	2	0	0
Desulfobacca_acetoxidans	3	1	0	0	0	0
Desulfofarcimen_acetoxidans	1	0	3	0	0	0
Desulfolithobacter_dissulfuricans	1	1	1	0	0	1
Desulfoscipio_gibsoniae	1	0	0	0	3	0
Desulfosporosinus_orientis	0	0	3	0	0	1
Desulfovibrio_ferrophilus	2	1	0	0	0	1
Desulfurobacterium_thermolithotrophum	0	0	0	4	0	0
Devosia_sp._J2-20	3	0	1	0	0	0
Devosia_sp._YIM_151766	3	0	0	0	0	1
Dickeya_zeae	1	0	1	0	1	1
Dongshaea_marina	2	2	0	0	0	0
Drechmeria_coniospora	0	2	0	0	0	2
Duffyella_gerundensis	0	0	4	0	0	0
Dysgonomonas_sp._HDW5A	0	4	0	0	0	0
Eleftheria_terrae	0	0	1	3	0	0
Empedobacter_brevis	0	0	3	0	1	0
Enterobacter_chengduensis	0	0	3	0	0	1
Enterobacter_quasiroggenkampii	2	0	0	0	0	2
Enterobacter_sp._ECC-219	4	0	0	0	0	0
Enterobacter_sp._RHBSTW-00994	1	0	3	0	0	0
Enterobacter_sp._S-33	0	4	0	0	0	0
Enterobacter_wuhouensis	2	0	0	2	0	0
Enterobacteriaceae_endosymbiont_of_Donacia_cinerea	0	4	0	0	0	0
Enterococcus_sp._DIV0724b	0	4	0	0	0	0
Enterococcus_sp._DIV0876	0	0	0	0	4	0
Enterococcus_sp._DIV1939	0	0	0	2	0	2
Ereboglobus_luteus	3	0	1	0	0	0
Erythrobacter_sp._HKB08	1	3	0	0	0	0
Escherichia_sp._10290	4	0	0	0	0	0
Falsihalocynthiibacter_arcticus	3	0	1	0	0	0
Falsihalocynthiibacter_sp._SS001	4	0	0	0	0	0
Ferrovibrio_terrae	3	0	1	0	0	0
Fidelibacter_multiformis	1	1	0	0	1	1
Fimbriimonas_ginsengisoli	1	2	1	0	0	0
Flavobacterium_faecale	0	1	0	2	1	0
Flavobacterium_gelatinilyticum	0	1	0	0	2	1
Flavobacterium_sp._N502536	0	3	0	0	1	0
Frankia_sp._ArI3	3	1	0	0	0	0
Friedmanniella_luteola	3	1	0	0	0	0
Frischella_perrara	0	0	0	2	0	2
Fructilactobacillus_vespulae	0	4	0	0	0	0
Fusobacterium_necrophorum	2	0	0	1	0	1
Fusobacterium_pseudoperiodonticum	0	0	0	3	1	0
Gallaecimonas_kandeliae	1	1	0	0	2	0
Gaopeijia_maritima	1	3	0	0	0	0
Gemmatimonas_phototrophica	0	1	0	3	0	0
Geobacter_sulfurreducens	3	0	1	0	0	0
Geomonas_sp._RF6	1	1	2	0	0	0
Georgenia_faecalis	0	0	0	0	0	4
Georgenia_sp._TF02-10	2	0	1	0	0	1
Georgenia_yuyongxinii	1	0	2	0	1	0
Georhizobium_sp._MAB10	0	0	0	4	0	0
Gleimia_europaea	0	0	0	3	0	1
Gloeobacter_violaceus	1	1	0	0	0	2
Gluconobacter_oxydans	0	4	0	0	0	0
Glutamicibacter_ectropisis	0	4	0	0	0	0
Gordonia_sp._PDNC005	4	0	0	0	0	0
Halarcobacter_anaerophilus	0	1	0	0	3	0
Halococcoides_cellulosivorans	3	1	0	0	0	0
Halococcus_dombrowskii	0	0	0	0	4	0
Halomarina_litorea	3	1	0	0	0	0
Halomonas_sp._SH5A2	1	3	0	0	0	0
Halorientalis_marina	2	1	1	0	0	0
Halorubrum_hochsteinianum	1	0	3	0	0	0
Halorussus_caseinilyticus	1	0	0	0	3	0
Herbaspirillum_rubrisubalbicans	2	0	2	0	0	0
Heyndrickxia_sp._MSNUG	1	0	0	0	3	0
Hydrogenimonas_urashimensis	0	1	0	1	0	2
Hydrogenobacter_thermophilus	0	0	4	0	0	0
Hydrogenophaga_sp._YM1	0	0	4	0	0	0
Hymenobacter_aerilatus	2	1	1	0	0	0
Hymenobacter_qilianensis	4	0	0	0	0	0
Hymenobacter_sp._GOD-10R	2	0	0	0	0	2
Hyphomonas_sp._CACIAM_19H1	2	0	0	0	2	0
Iamia_majanohamensis	1	2	1	0	0	0
Idiomarina_sp.	0	4	0	0	0	0
Idiomarina_sp._OT37-5b	0	2	2	0	0	0
Imperialibacter_roseus	3	0	1	0	0	0
Iocasia_fonsfrigidae	0	0	0	1	0	3
Janthinobacterium_sp._NFX145	4	0	0	0	0	0
Kaistia_sp._32K	0	1	0	0	2	1
