Genus	C2	C3	C4	C5	C6	E1	E2	E3	E4	E5	E6	H1	H2	H3	H4	H5	H6
Apilactobacillus	71	140	79	102	20	53	3	19	58	3	29	277	124	192	224	133	97
Desulfocapsa	28	15	7	46	1	8	10	11	2	2	1	97	65	711	61	319	233
Mobiluncus	180	29	115	149	100	4	22	32	36	39	5	175	112	106	93	249	165
Celeribacter	21	67	29	169	36	3	11	16	123	12	6	150	424	228	128	63	121
Jeongeupia	73	58	107	199	40	140	65	10	22	4	4	144	183	87	197	104	170
Gottfriedia	45	104	44	37	24	25	0	9	16	2	23	150	212	79	274	401	160
Nannocystis	51	116	53	252	15	6	4	6	101	4	22	213	312	138	130	48	128
Thermincola	132	87	96	36	24	20	0	44	99	2	8	130	259	114	174	204	169
Methanococcus	38	79	38	131	7	50	0	3	32	1	45	75	66	451	132	150	286
Plesiomonas	22	45	45	58	19	52	50	283	68	91	49	82	64	431	88	72	65
Sporolactobacillus	13	23	103	88	36	46	3	19	166	0	14	62	121	462	114	182	131
Clavibacter	35	205	162	137	32	2	8	9	29	18	7	99	383	209	62	51	134
Nitrospirillum	59	44	35	151	31	3	3	12	275	5	14	94	302	254	76	81	143
Gemmatimonas	76	78	91	156	54	6	7	27	22	9	2	241	337	177	133	77	81
Desulfoluna	59	72	81	139	34	10	23	28	140	16	12	182	258	142	86	135	142
Brochothrix	63	88	48	42	2	10	1	13	150	2	98	73	83	223	150	348	164
Salipiger	43	45	108	105	14	19	10	15	215	14	15	200	171	240	70	63	211
Tamlana	125	193	140	163	41	9	6	50	20	1	16	121	166	156	78	149	124
Aequorivita	44	93	71	119	56	15	0	51	58	3	27	89	273	362	98	78	120
Desulfofarcimen	19	24	38	71	12	29	1	15	429	6	45	100	125	213	264	110	54
Pseudopedobacter	4	129	313	213	32	23	1	6	6	0	11	154	156	123	59	223	97
Roseiflexus	136	203	47	182	135	8	3	9	186	9	5	114	136	162	79	64	72
Antarcticibacterium	12	80	204	195	9	37	3	35	21	0	11	357	143	123	87	59	170
Haliangium	96	133	53	116	62	13	10	30	78	5	8	159	360	118	88	54	160
Halomicroarcula	134	156	64	156	108	21	3	7	51	4	3	205	136	81	197	66	150
Thiomonas	102	85	109	152	62	20	13	10	238	7	10	79	267	194	45	60	84
Sinomonas	90	42	57	111	10	16	6	6	120	13	5	117	238	223	59	257	163
Candidatus_Kinetoplastibacterium	37	154	42	182	10	94	0	16	30	0	108	179	234	76	166	154	50
Paraflavitalea	104	170	154	242	60	26	0	7	64	3	20	244	91	61	53	69	162
Verrucomicrobium	34	48	29	77	16	1	1	6	260	8	6	131	447	144	68	141	111
Candidatus_Methylopumilus	93	93	49	116	56	118	0	24	8	16	6	90	153	213	209	168	114
Fructilactobacillus	66	184	72	41	11	19	0	16	100	5	29	174	164	187	115	137	204
Salinimonas	73	84	73	154	11	30	8	25	139	5	8	186	181	134	162	150	101
Paeniglutamicibacter	237	97	98	236	167	11	3	14	47	14	2	127	120	116	71	51	112
Streptacidiphilus	53	64	64	166	67	15	13	9	141	7	18	152	202	157	123	97	175
Cellulosimicrobium	71	25	56	180	14	9	2	1	168	46	4	201	384	111	71	51	124
Thermacetogenium	114	71	44	109	39	194	1	15	401	1	9	97	122	152	37	39	71
Lughvirus	166	83	0	50	0	2	1	2	6	17	0	97	39	134	736	93	77
Sinomicrobium	14	85	192	170	27	10	0	25	150	0	5	133	282	236	27	59	87
Polycladomyces	37	52	117	97	23	93	15	36	142	12	22	131	122	189	127	105	181
Jeotgalicoccus	72	192	70	118	25	32	0	6	185	9	11	229	104	122	99	86	138
Cryptococcus	152	67	16	56	4	17	0	8	5	2	0	64	347	455	124	68	112
Epilithonimonas	16	249	232	213	28	30	2	33	22	0	27	91	152	102	69	90	140
Thalassomonas	52	114	32	170	20	16	0	16	195	10	11	127	152	144	227	137	70
Zunongwangia	20	55	131	249	49	43	0	36	73	1	21	201	125	134	158	46	151
Flagellimonas	21	79	50	226	4	18	1	8	53	1	50	269	263	129	63	105	152
Kangiella	22	43	70	167	17	12	2	29	72	10	18	54	274	159	24	366	153
Methanocaldococcus	22	60	17	43	6	78	0	7	78	0	26	139	75	305	43	414	179
Tissierella	27	196	85	32	4	82	0	11	76	2	98	151	125	112	161	81	246
Citrifermentans	94	49	49	187	20	11	12	13	41	16	9	223	268	211	70	59	150
Denitratisoma	233	164	54	179	155	15	21	34	81	6	24	79	155	101	67	49	65
Isoptericola	59	51	39	74	33	6	3	12	137	25	2	175	299	247	85	71	162
Pannonibacter	61	38	57	193	22	0	15	16	128	27	5	152	326	168	110	44	117
Sphaerotilus	89	86	46	148	32	35	24	13	54	9	14	197	168	149	101	84	224
Duganella	199	179	88	228	103	11	8	30	20	6	6	90	177	169	45	61	44
Talaromyces	236	35	72	174	126	7	0	27	18	1	16	140	158	154	133	91	74
Paradesulfovibrio_(ex_Waite_et_al._2020)	28	10	32	165	41	18	14	13	534	9	3	121	243	86	33	16	95
Pigmentiphaga	67	97	103	157	59	27	27	9	53	22	17	114	171	189	114	101	129
Spiribacter	32	95	71	95	19	21	4	17	195	8	5	95	261	175	104	74	185
Candidatus_Vallotia	22	40	158	110	6	22	0	24	210	266	4	34	58	240	72	6	182
Marinilongibacter	23	67	163	70	92	11	0	7	333	1	17	106	109	167	53	36	196
Desulfatibacillum	23	34	37	166	12	16	9	21	113	8	4	94	361	275	66	132	79
Porphyrobacter	225	70	65	159	77	6	3	16	21	7	11	115	282	157	61	50	118
Aquibium	36	44	178	114	26	6	14	3	85	3	6	144	313	181	96	83	109
Anaerobacillus	70	93	42	87	7	6	3	6	2	3	85	195	112	163	82	328	156
Reichenbachiella	12	94	115	199	33	18	6	31	32	14	6	180	211	179	86	106	114
Flaviflexus	49	81	46	131	26	20	11	15	100	57	10	132	278	192	75	70	142
Frateuria	144	108	65	187	84	17	9	9	22	7	5	115	231	185	112	42	92
Aquiluna	58	44	53	75	8	78	4	11	98	0	12	195	107	189	47	213	241
Jonquetella	30	23	46	84	6	105	18	17	365	14	15	98	273	143	74	33	89
Radiobacillus	48	75	67	116	13	27	0	1	6	6	43	192	217	152	155	154	157
Halorussus	32	36	60	77	21	13	8	18	94	10	3	197	341	214	92	49	163
Pseudanabaena	28	89	104	98	15	50	0	13	307	6	14	80	136	82	178	138	88
Ferribacterium	130	71	97	99	33	6	23	17	95	5	5	134	234	219	81	47	127
Metamycoplasma	22	196	40	51	7	39	1	4	9	4	59	191	378	121	101	122	78
Aestuariispira	26	18	30	67	4	90	1	18	150	4	5	85	103	460	67	112	180
Candidatus_Methanomethylophilus	36	20	28	58	12	4	0	4	302	0	6	230	116	146	132	80	242
Syntrophobacter	169	52	69	204	51	17	10	9	87	6	5	162	132	232	43	60	105
Halorubrum	45	54	21	130	33	15	10	6	68	25	2	125	313	170	116	35	233
Rhodovulum	16	48	40	106	19	3	12	12	34	8	4	310	257	218	126	91	97
Pseudocnuella	41	66	20	72	18	8	1	16	37	3	1	129	509	114	75	109	180
Theileria	20	95	52	85	13	19	0	22	20	1	16	68	115	317	108	222	220
Wolbachia	27	63	88	84	23	69	2	17	22	1	107	224	206	89	198	74	99
Paenisporosarcina	22	140	39	37	14	63	3	11	3	8	12	99	94	234	174	312	122
Candidatus_Thioglobus	36	54	16	40	0	12	0	6	2	0	0	30	570	76	338	142	62
Afipia	146	113	60	176	69	7	11	7	164	95	3	151	121	79	58	44	79
Phoenicibacter	6	46	48	55	53	22	0	7	7	1	6	313	98	107	33	414	167
Candidatus_Endoriftia	10	72	14	48	8	10	0	12	10	0	24	122	336	452	46	174	44
Grimontia	124	40	212	71	5	109	7	9	168	11	6	92	129	157	78	57	103
Caminibacter	53	46	7	87	1	14	0	10	25	1	3	226	91	198	120	376	118
Thermomonospora	21	76	80	129	16	2	11	6	107	9	10	160	256	262	53	55	117
Noviherbaspirillum	42	49	57	99	24	8	25	2	59	10	2	78	460	256	15	85	98
Rhodocytophaga	64	137	70	190	89	25	0	20	23	0	12	135	88	138	241	94	37
Tahibacter	3	54	72	66	16	5	16	14	3	817	1	53	79	42	38	28	54
Crocosphaera	1	11	9	22	23	16	0	3	1072	0	0	15	53	17	79	38	1
Salinibacter	50	156	175	80	12	3	8	17	94	0	5	142	224	167	46	43	138
Mariniflexile	17	56	46	198	19	7	0	25	99	1	9	137	318	250	24	30	119
Mesoplasma	91	140	13	59	5	20	0	3	9	1	106	206	227	79	145	113	134
Jeotgalibacillus	44	18	87	57	8	19	1	12	18	3	27	132	127	175	166	296	158
Cloacibacterium	28	129	253	278	19	27	1	23	14	0	13	186	111	77	34	69	77
Aquiflexum	59	108	93	143	13	22	0	6	9	2	12	75	267	207	19	115	187
Moritella	37	113	114	103	15	24	0	12	196	9	69	83	124	79	73	187	99
Caldibacillus	42	53	49	71	17	44	4	20	101	1	18	132	107	222	92	143	220
Idiomarina	21	105	58	51	7	161	9	28	30	1	11	53	263	341	65	47	84
Stappia	54	51	40	109	22	2	8	9	53	12	10	182	271	188	125	43	155
Azotobacter	60	34	115	102	16	34	19	6	129	19	2	129	185	165	148	73	95
Iamia	78	19	40	136	11	2	8	19	168	13	1	189	218	123	107	72	125
Simiduia	58	57	118	73	18	98	1	9	6	8	9	187	141	62	49	322	109
Caloranaerobacter	39	141	24	33	14	33	0	11	26	1	83	120	138	148	138	224	145
Yangia	191	132	47	114	87	8	2	13	4	0	5	81	270	165	93	37	69
Gluconobacter	50	56	54	113	19	15	5	27	62	16	22	279	225	106	100	59	109
Sideroxydans	32	113	63	116	20	4	4	11	111	6	4	92	257	119	96	74	188
Jatrophihabitans	116	95	48	126	34	12	4	12	121	10	6	129	178	187	43	66	120
Mitsuaria	91	47	159	124	49	8	19	20	94	13	0	160	170	119	80	47	106
Methylomagnum	98	47	37	92	26	7	8	13	118	6	5	95	104	294	76	92	187
Kibdelosporangium	152	172	220	115	78	1	6	10	27	6	1	71	138	80	126	49	52
Melioribacter	111	29	99	90	9	15	2	9	27	0	6	154	38	315	36	190	173
Salinispira	260	18	23	65	5	14	0	19	27	4	1	153	53	174	37	277	170
Anseongella	99	190	112	215	85	40	3	27	3	1	6	148	110	37	53	115	52
Cystobacter	114	54	57	173	80	1	10	18	19	13	3	171	196	124	97	98	65
Desulfococcus	45	34	136	170	33	30	24	25	5	7	24	117	93	253	124	72	99
Psychromonas	41	21	60	35	41	22	5	26	567	8	17	94	39	111	92	38	69
Kosmotoga	6	131	38	52	6	0	1	6	8	1	11	64	146	465	93	133	123
Candidatus_Phytoplasma	29	190	42	52	4	6	0	10	9	0	169	106	245	132	83	108	96
Kovacikia	17	233	62	56	0	8	0	2	600	4	1	41	39	34	53	83	45
Arenibacter	13	56	59	99	13	27	3	8	17	0	135	46	49	152	31	386	182
Kurthia	30	17	50	51	2	84	2	12	25	8	24	155	118	185	160	88	261
Cereibacter	70	32	19	133	16	13	12	16	142	12	1	131	224	177	126	46	100
Biomaibacter	23	53	65	107	10	32	9	20	123	5	4	141	268	188	88	66	66
Toxoplasma	109	141	54	95	42	5	30	6	46	7	11	86	137	210	120	64	101
Aquisphaera	61	69	123	147	25	2	12	22	28	12	3	124	182	227	33	71	121
Kushneria	61	35	141	74	24	9	8	5	22	9	5	316	101	121	43	90	198
Aliivibrio	56	58	40	80	5	32	1	22	374	2	13	95	45	84	147	68	139
Sulfurifustis	196	75	38	199	78	1	15	20	7	7	2	85	189	108	86	51	104
Asaia	105	110	72	137	69	4	7	22	69	6	2	90	130	204	87	70	74
Oceanotoga	6	118	30	28	140	64	1	1	16	0	363	238	79	31	51	56	36
Cryptobacterium	25	48	37	38	14	6	1	3	227	39	1	58	102	156	155	279	68
Tepidanaerobacter	36	63	38	38	13	116	0	17	9	5	23	125	101	135	73	176	288
Gudongella	20	30	53	70	6	30	4	7	4	10	10	249	123	158	186	162	132
Parvicella	5	269	62	92	44	19	1	63	0	1	298	67	158	102	2	27	41
Desulfarculus	91	88	47	195	87	1	7	24	42	6	19	147	211	123	61	44	57
Tatumella	11	139	67	150	8	52	17	36	266	6	16	110	92	77	52	20	126
Aminithiophilus	11	13	99	184	14	5	8	8	110	11	11	151	309	108	65	60	77
Methylobacter	66	101	65	111	37	76	5	31	72	21	4	126	167	121	110	49	78
Xianfuyuplasma	108	86	10	250	8	0	4	8	24	0	98	60	392	50	32	54	54
Tomitella	144	119	55	130	74	6	9	15	27	8	6	88	267	97	58	51	82
Candidatus_Cardinium	14	42	96	70	56	9	0	20	6	2	28	96	482	191	68	23	32
Methylocella	83	108	54	121	45	2	3	11	17	6	6	114	266	109	94	107	85
Sulfurivermis	15	18	15	89	14	0	6	4	27	5	8	66	169	632	57	31	73
Sulfidibacter	48	69	61	115	29	9	6	15	32	12	15	120	275	186	58	59	117
Actinocatenispora	43	30	32	123	18	7	4	12	108	19	5	86	307	161	78	42	147
Salinivirga	8	117	127	101	29	11	0	14	3	1	175	136	112	204	25	59	94
Fervidibacillus	16	93	34	90	9	13	0	60	12	5	12	191	69	147	200	179	84
Leeuwenhoekiella	1	63	46	164	31	4	0	13	455	3	4	90	73	114	39	38	75
Alkalihalophilus	5	26	89	48	14	26	1	11	337	2	13	111	120	124	88	90	107
Thermodesulfomicrobium	39	10	63	145	37	7	32	20	9	36	23	158	379	119	50	21	63
Sterolibacterium	164	158	49	104	91	1	8	17	45	6	9	55	191	75	53	74	106
Haloferax	285	36	101	176	138	0	5	54	79	5	23	43	63	72	33	26	61
Lacibacter	12	48	142	106	3	5	0	3	114	0	207	134	82	102	57	66	116
Chelativorans	248	27	57	132	144	14	4	22	39	14	6	70	73	92	75	68	111
Acholeplasma	20	143	28	107	4	11	1	5	12	0	18	133	126	113	88	253	133
Candidatus_Desulfofervidus	10	16	4	28	2	100	0	2	520	2	16	60	172	136	10	44	72
Parasphingorhabdus	58	87	24	74	29	5	1	22	156	5	2	73	138	135	84	202	92
Nitratifractor	246	202	57	134	136	6	1	13	75	2	10	41	50	37	43	16	117
Aquincola	92	51	134	194	45	13	35	18	22	8	5	83	193	95	101	17	76
Euzebya	51	29	23	58	10	0	17	4	118	3	5	60	119	479	28	47	130
Apibacter	20	59	90	73	19	17	0	13	75	0	14	100	171	145	48	182	154
Telluria	69	61	62	183	34	29	6	10	24	4	2	142	104	112	147	61	130
Hypericibacter	42	50	71	87	18	2	10	15	29	30	21	158	305	118	54	38	129
Rhodovastum	66	61	33	78	35	8	11	11	12	8	9	206	291	103	94	75	76
Vitreoscilla	20	62	67	155	7	70	7	18	265	4	17	78	165	62	74	47	57
Helcococcus	14	126	39	28	14	4	0	13	101	9	52	71	156	234	60	188	65
Allokutzneria	53	20	29	47	13	6	3	14	17	2	4	137	192	164	64	245	163
Vogesella	90	60	81	116	25	3	72	21	73	8	13	121	124	68	123	48	127
Caldalkalibacillus	13	27	18	48	12	18	3	6	317	0	8	155	177	193	55	51	68
Catenulispora	59	57	69	127	14	14	2	4	99	5	6	137	176	86	72	76	166
Stieleria	147	103	156	159	87	10	18	16	12	4	2	59	98	183	52	16	47
Blastococcus	65	41	19	70	17	18	7	8	113	7	6	132	180	184	113	67	120
Schnuerera	20	70	39	40	5	40	2	3	10	1	129	115	73	79	375	80	81
Chlamydia	27	20	44	40	12	34	8	22	174	2	28	129	130	52	206	91	140
Kiritimatiella	40	14	8	139	1	0	5	5	35	4	1	135	333	283	56	31	67
Naumovozyma	30	92	40	89	9	53	1	3	231	6	59	142	52	108	21	75	143
Salinivibrio	16	38	47	106	26	16	1	8	30	17	36	142	180	350	61	34	44
Piscinibacter	28	63	44	68	42	17	9	3	9	4	5	156	200	222	77	66	138
Candidatus_Hamiltonella	132	22	26	56	30	70	48	178	188	38	26	112	38	46	28	54	58
Salimicrobium	21	31	39	63	5	36	1	7	332	1	4	100	47	201	159	42	61
Frondihabitans	25	32	24	105	4	55	3	4	13	15	12	122	192	162	90	95	196
Kahnovirus	0	0	50	0	0	0	5	33	0	2	0	0	5	0	0	1052	2
Pyxidicoccus	23	25	49	101	18	3	12	23	223	5	7	59	278	141	60	41	80
Parascardovia	25	12	203	104	16	6	2	2	202	8	11	82	204	78	24	109	56
Miltoncostaea	119	31	17	77	9	4	2	21	23	6	9	126	336	156	85	51	71
Endomicrobium	36	13	16	48	4	17	0	7	80	0	8	188	53	202	80	291	96
Leadbetterella	17	167	134	179	12	11	0	3	64	3	18	140	84	142	16	77	72
Melaminivora	145	60	65	137	115	22	8	19	63	5	8	187	103	40	103	37	22
Methanococcoides	33	55	60	59	9	3	4	10	28	1	6	109	116	202	52	274	116
Lautropia	20	53	172	52	13	9	4	12	45	291	20	91	143	64	44	27	75
Pelobacter	21	31	34	83	26	8	0	7	179	4	9	124	262	101	98	30	116
Chitiniphilus	117	24	17	73	12	0	24	6	20	8	3	100	263	163	51	148	99
Ignavibacterium	7	62	62	193	6	2	0	10	0	1	22	80	267	202	54	82	77
Spongiibacter	44	136	60	82	19	17	9	12	94	2	5	166	152	166	48	53	62
Symbiopectobacterium	27	25	13	74	1	49	44	285	39	57	48	65	177	43	59	24	97
Brevirhabdus	278	76	78	169	61	1	1	14	40	3	0	76	135	34	101	31	26
Gallionella	50	47	50	61	25	81	3	23	403	2	18	31	139	56	60	21	52
Sneathia	11	55	13	13	9	114	15	6	4	0	104	110	62	303	65	110	125
Rouxiella	44	66	61	79	4	6	9	26	9	8	9	95	190	168	167	70	106
Methanomassiliicoccus	102	58	40	140	32	90	2	28	2	0	30	180	22	124	132	18	116
Duffyella	174	154	53	120	78	15	18	25	13	5	2	41	110	59	140	53	53
Geovibrio	18	34	38	186	7	9	0	13	158	1	5	57	91	225	80	70	121
Desulfobacter	31	75	79	134	17	23	1	21	4	7	7	101	315	89	73	31	103
Sedimentisphaera	15	67	68	49	22	93	5	7	157	6	2	52	91	98	133	111	135
Bremerella	30	46	56	199	23	6	0	10	49	3	7	95	257	117	61	58	92
Chitinibacter	90	63	81	143	32	4	6	13	89	12	3	61	128	156	39	82	107
Paracrocinitomix	48	73	66	36	8	10	12	3	25	3	1	140	133	146	23	258	123
Cyclonatronum	175	207	89	137	113	8	0	12	32	7	10	65	76	58	45	43	29
Seonamhaeicola	16	57	79	83	52	37	2	42	2	0	20	181	131	97	105	95	105
Gemmatirosa	78	66	29	104	5	5	7	6	17	6	14	79	319	180	59	34	94
Lacipirellula	40	85	51	105	12	5	4	13	19	4	6	132	198	158	95	47	128
Aliiroseovarius	59	28	52	104	25	59	4	9	26	4	19	88	114	159	119	104	128
Amniculibacterium	161	166	62	218	81	8	1	38	31	3	8	68	70	67	38	39	41
Aegicerativicinus	8	65	141	96	21	51	1	2	188	5	8	116	55	119	18	185	20
Chloracidobacterium	93	138	45	61	56	20	4	21	190	4	9	112	79	99	63	35	69
Melissococcus	47	140	17	32	10	2	0	4	86	0	20	137	136	104	50	169	137
Fischerella	53	44	87	36	2	7	0	9	124	3	7	38	64	183	154	91	188
Starkeya	40	59	52	77	14	4	3	14	99	12	10	84	196	239	67	32	87
Anaerohalosphaera	19	66	44	142	14	99	6	11	140	5	10	89	153	61	52	81	96
Dehalogenimonas	16	43	14	75	5	12	1	6	465	4	17	47	110	125	87	30	31
Rhodocaloribacter	132	91	167	45	38	12	0	9	3	5	2	200	130	74	73	32	74
Aureispira	10	45	22	62	11	12	0	13	12	1	8	102	47	380	115	151	93
Candidatus_Phycorickettsia	18	18	0	24	0	20	0	0	702	0	0	110	14	22	134	12	10
Microterricola	35	16	16	225	3	6	6	7	238	11	1	67	203	85	32	57	73
Neurospora	15	38	39	59	6	18	1	5	7	3	13	67	220	361	84	53	92
Fulvia	31	9	18	38	1	15	0	3	38	1	356	148	49	102	62	113	96
Hafnia	40	54	26	109	22	29	105	16	22	15	18	79	92	119	145	141	48
Bernardetia	10	67	87	171	39	8	0	8	46	1	43	102	137	141	97	33	89
Caulifigura	9	52	13	39	5	2	0	13	31	7	1	19	128	509	18	110	123
Avibacterium	27	55	57	27	10	12	3	22	114	3	6	132	133	184	47	71	175
Marinithermus	35	27	8	82	6	0	2	6	67	0	2	42	123	367	23	104	183
Pimelobacter	16	82	21	134	6	8	1	12	147	12	1	108	206	119	84	52	67
Brenneria	23	18	145	94	14	21	23	21	101	16	12	113	143	108	93	57	73
Aquabacterium	61	55	91	104	28	40	17	13	42	15	15	128	218	103	35	52	56
Tistrella	60	21	24	96	12	4	2	15	243	4	5	110	102	97	122	74	81
Allochromatium	43	39	28	95	38	1	11	13	8	17	9	161	224	144	71	43	126
Effusibacillus	28	63	22	79	13	11	1	8	18	4	2	121	138	145	183	165	70
Lacunisphaera	15	22	13	66	8	7	1	4	1	2	1	115	365	156	104	43	148
Saprospira	36	75	132	116	19	22	6	4	51	1	15	113	107	108	153	28	84
Keratinibaculum	23	116	34	36	6	103	3	4	12	1	30	94	266	41	48	181	71
Pirellulimonas	8	37	185	110	3	2	4	5	8	0	1	126	270	103	53	42	112
Pseudolabrys	61	36	62	51	11	8	6	14	66	8	5	99	222	152	136	49	80
Borreliella	15	71	54	36	4	28	0	7	16	1	11	187	161	54	193	162	65
Pullulanibacillus	31	88	22	153	8	4	2	12	3	5	39	152	61	154	73	45	213
Rhodoplanes	26	24	16	88	13	0	4	21	130	5	3	48	175	304	49	98	61
Desulfosudis	23	19	19	84	30	6	6	12	208	10	4	127	54	285	79	44	54
Histophilus	3	29	167	44	1	24	2	37	398	16	6	36	16	76	115	44	50
Alkalicella	31	74	20	47	12	142	4	16	36	1	73	94	109	95	130	114	63
Sphaerobacter	11	19	35	56	3	0	4	7	150	6	6	120	276	120	97	43	108
Nitrosospira	15	29	77	106	19	16	3	20	12	8	0	55	235	197	55	38	175
Rubrivivax	28	41	67	156	20	47	5	15	37	1	14	110	197	91	92	45	94
Sneathiella	17	60	113	54	5	16	8	3	8	5	0	144	87	193	100	122	120
Halovivax	56	35	42	89	24	9	3	3	31	3	2	115	224	122	85	47	163
Salinirubellus	17	22	15	125	4	1	4	3	171	4	410	64	76	34	48	22	31
Hahella	27	57	33	208	8	3	4	8	4	5	11	118	242	125	21	61	113
Pradoshia	9	74	49	51	4	39	2	6	82	5	38	94	113	87	166	113	113
Stigmatella	41	47	44	91	18	15	10	6	77	0	9	123	179	214	75	26	67
Streptobacillus	12	85	24	27	45	49	0	22	108	19	180	88	85	17	125	92	57
Mycetocola	40	47	11	103	15	6	11	4	30	16	2	125	241	137	70	75	100
Staphylospora	23	54	36	61	16	8	2	9	217	3	14	102	140	106	44	62	135
Anaerolinea	67	20	81	70	9	50	2	9	68	4	3	55	201	91	65	40	195
Paroceanicella	29	21	65	94	29	1	4	13	257	9	5	60	145	130	65	44	59
Cyclobacterium	27	83	60	162	69	7	0	40	19	2	14	198	63	97	71	36	77
Faecalibacter	0	45	91	111	22	20	1	25	6	0	123	145	118	62	54	138	63
Mangrovibacillus	13	22	104	23	2	64	0	10	0	0	13	99	51	168	47	188	217
Pseudochrobactrum	24	25	57	55	6	99	3	17	6	2	4	68	84	80	233	84	170
Solwaraspora	76	57	16	130	25	0	0	5	152	3	7	121	162	61	75	67	60
Sanguibacter	33	14	32	86	18	3	7	8	110	23	8	114	170	55	58	128	148
Ktedonosporobacter	102	56	86	79	34	8	0	8	7	7	1	51	61	269	28	116	101
Deferribacter	25	30	28	30	1	37	0	3	494	0	12	119	31	41	11	82	66
Nitrospina	34	14	40	103	4	10	5	15	230	1	2	108	220	68	54	55	47
Panacibacter	17	65	68	188	11	6	0	15	1	67	5	79	65	91	144	57	130
Halomicronema	6	10	11	14	1	8	5	6	746	1	7	24	27	29	78	15	16
Vaginimicrobium	15	15	56	40	8	41	4	9	2	31	11	95	37	167	138	55	280
Thiobacillus	143	22	96	116	76	4	18	14	7	3	3	103	127	56	89	55	69
Defluviicoccus	154	193	48	122	88	4	0	27	3	1	9	17	102	138	36	19	38
Microcella	15	32	23	81	11	4	1	2	38	18	5	149	229	111	119	52	108
Solimonas	15	44	35	60	22	4	19	4	49	6	8	242	170	115	49	46	109
Acuticoccus	20	19	26	89	12	1	6	5	3	3	1	82	168	358	45	29	128
Arsenophonus	9	39	53	51	7	14	19	51	72	7	10	79	113	24	103	287	55
Cytophaga	24	81	51	154	17	0	0	18	14	1	55	91	66	263	99	17	42
Desulfurivibrio	42	37	83	68	23	1	14	21	38	8	7	217	170	91	55	29	89
Heliorestis	10	90	51	96	4	20	2	7	219	1	1	83	84	84	89	79	73
Sphingosinithalassobacter	192	131	31	114	67	1	8	5	33	22	1	118	91	54	36	51	38
Ectothiorhodospira	28	34	18	55	33	4	11	9	250	6	6	70	219	116	27	51	55
Limihaloglobus	5	60	22	107	2	11	0	11	51	0	3	56	267	137	54	96	110
Kehishuvirus	9	298	0	0	0	0	1	654	0	0	0	0	14	0	14	1	0
Paucilactobacillus	21	143	33	20	3	21	0	5	11	5	74	192	165	74	76	93	55
Flavivirga	29	31	58	231	14	3	0	5	8	1	13	67	127	137	53	160	52
Schizosaccharomyces	7	38	15	76	19	2	0	25	6	1	11	108	60	50	404	119	45
Desulfurispirillum	16	19	76	87	11	10	1	19	36	4	17	79	75	187	50	162	135
Natranaerofaba	22	37	28	25	3	28	0	0	135	0	34	111	83	125	31	224	98
Nissabacter	76	93	41	55	40	5	14	17	52	10	9	105	179	86	94	40	67
Nitrosophilus	32	27	7	60	7	43	1	5	5	0	89	293	121	62	62	98	67
Mesotoga	12	53	29	35	5	34	2	14	14	3	3	72	110	238	51	230	73
Aquabacter	30	89	10	111	9	38	16	18	19	7	7	115	229	71	55	87	66
Lignipirellula	5	227	44	26	8	1	5	5	82	0	2	77	99	70	86	65	174
Candidatus_Uabimicrobium	16	74	48	88	38	14	6	14	82	0	6	138	92	172	80	32	74
Olleya	10	88	88	85	7	22	0	12	119	1	28	225	83	45	18	51	91
Novibacillus	17	34	99	48	13	9	6	12	29	6	6	145	107	54	65	273	49
Candidatus_Phaeomarinobacter	28	24	100	244	10	6	0	8	0	0	2	50	86	228	88	40	56
Leptothrix	120	131	56	153	69	35	4	15	40	2	2	55	134	65	41	19	28
Neptunomonas	37	45	76	44	15	16	4	16	20	3	7	81	83	84	164	119	155
Capillimicrobium	133	43	47	79	19	2	1	8	29	4	4	121	186	79	85	47	81
Hoeflea	29	178	17	92	10	1	6	20	172	1	7	83	92	70	60	50	80
Caldanaerobacter	31	65	18	57	11	35	1	30	8	0	28	160	93	55	60	212	103
Nitrosopumilus	30	51	35	50	15	16	0	6	63	0	33	89	100	95	143	188	47
Sediminicoccus	14	25	20	58	20	0	10	3	207	12	3	122	162	107	73	42	82
Pelagerythrobacter	153	112	24	176	52	0	5	9	3	3	0	93	160	51	42	47	29
Thermothielavioides	15	30	41	68	11	7	2	9	169	9	8	63	167	117	111	56	74
Permianibacter	19	11	79	29	5	9	3	10	7	12	5	103	44	403	11	75	130
Methyloceanibacter	17	25	17	107	4	1	1	10	9	4	3	128	184	160	44	55	185
Modestobacter	32	43	43	80	25	5	19	12	130	10	4	91	193	82	52	52	81
Pseudooceanicola	22	51	70	96	10	7	2	11	110	14	6	103	107	142	121	30	52
Occallatibacter	15	30	18	141	22	26	2	7	133	5	1	80	282	98	14	32	46
Candidatus_Nitrosocosmicus	54	58	4	30	26	242	2	10	24	2	34	70	62	74	112	116	30
Flagellatimonas	168	164	44	130	94	0	4	13	3	9	0	24	62	65	79	12	79
Desulfomarina	31	117	44	81	5	7	0	1	9	3	18	45	72	109	187	115	105
Tolypothrix	3	8	12	25	7	76	1	5	83	1	8	26	48	404	84	62	96
Aliamphritea	41	51	40	35	10	16	3	17	23	12	12	130	236	102	74	99	43
