Taxonomy	C1	C2	C3	C4	C5	C6	E1	E2	E3	E4	E5	E6	H1	H2	H3	H4	H5	H6
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_jeddahense	5	16	1	7	35	2	1	2	2	10	10	2	6	26	21	40	11	15
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_jeikeium	158	179	167	152	172	64	10	0	13	30	54	9	77	194	101	80	62	63
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_kalinowskii	12	7	11	11	30	5	3	2	2	8	7	0	30	52	53	41	16	48
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_kefirresidentii	15	0	15	3	12	3	4	1	6	7	5	0	9	8	35	6	13	13
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_kroppenstedtii	72	59	18	41	123	4	10	1	8	130	20	1	98	198	123	103	72	127
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_kutscheri	13	9	30	23	2	1	5	0	1	14	2	0	74	46	26	33	13	48
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_lactis	2	25	11	10	23	2	1	2	3	4	5	0	24	83	30	17	11	23
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_liangguodongii	70	11	12	4	68	2	0	0	0	4	0	3	60	133	71	57	27	38
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_lizhenjunii	28	12	11	2	19	3	10	1	1	16	3	2	71	40	13	87	31	61
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_lujinxingii	35	17	5	31	23	2	0	2	4	5	332	1	23	83	79	12	9	26
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_macginleyi	34	8	9	6	12	19	5	1	13	37	1	2	33	53	89	53	18	30
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_marinum	56	34	11	13	39	12	6	2	4	12	4	11	30	46	53	21	41	31
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_maris	12	5	7	12	36	6	0	2	5	40	7	2	24	52	21	77	21	10
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_massiliense	21	9	4	8	22	8	2	2	2	12	26	1	36	82	32	17	24	16
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_matruchotii	851	30	7	145	35	3	24	0	9	74	40	9	125	56	34	24	67	50
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_minutissimum	5	4	8	3	7	0	1	1	3	1	2	1	26	63	53	30	53	23
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_mustelae	16	4	12	6	52	1	1	1	12	19	4	5	15	53	23	13	13	50
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_mycetoides	68	6	44	11	52	4	2	3	0	7	7	0	44	121	58	15	13	44
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_nuruki	47	18	8	7	24	10	5	2	4	65	2	2	23	87	47	16	19	54
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_occultum	15	37	19	9	46	3	10	3	6	14	4	1	77	61	36	18	21	29
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pelargi	30	6	4	14	27	0	2	0	2	4	2	0	39	33	28	65	15	19
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_phocae	57	2	22	12	25	3	10	1	13	9	2	0	27	92	62	25	36	33
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_poyangense	117	2	18	14	12	3	0	0	0	6	5	5	11	30	37	1	11	4
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_propinquum	270	3	28	10	45	0	13	1	1	2	9	3	65	91	58	55	35	38
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_provencense	26	3	23	8	20	8	5	0	29	96	5	5	24	51	32	15	3	35
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pseudodiphtheriticum	60	2	11	0	26	0	1	0	1	853	7	0	39	47	25	23	26	9
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pseudogenitalium	3	1	3	1	2	0	1	0	0	1	0	0	15	46	6	19	4	8
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pseudopelargi	22	2	5	11	6	5	4	0	2	6	0	0	19	44	339	16	15	23
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pseudotuberculosis	10	1	11	11	7	2	0	0	3	2	1	0	12	14	27	6	26	52
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_qintianiae	1	2	28	38	17	0	0	0	1	9	3	30	7	50	29	4	6	43
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_renale	5	4	14	6	13	3	7	0	8	3	6	5	6	54	21	10	53	14
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_resistens	8	27	5	25	18	0	6	0	3	73	2	1	33	55	51	6	21	36
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_riegelii	24	34	77	11	124	12	16	0	4	43	11	0	145	133	50	92	112	105
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_rouxii	5	1	0	8	14	1	3	0	4	4	2	0	10	75	49	4	6	19
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sanguinis	108	253	271	71	179	138	0	0	20	4	6	2	12	19	12	21	14	13
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_segmentosum	76	2	6	1	4	0	15	0	1	2	0	0	7	39	62	31	12	12
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_silvaticum	3	11	1	2	23	0	0	1	7	5	0	1	31	26	5	27	24	8
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_simulans	14	8	9	15	11	2	0	2	1	29	5	1	35	58	22	23	30	36
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_singulare	47	9	16	10	29	2	1	8	3	15	7	0	43	164	21	37	30	13
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._CNCTC7651	8	10	6	11	30	5	1	2	3	164	2	0	44	36	24	24	10	24
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._FDAARGOS_1242	3	19	1	0	6	0	0	0	0	0	3	0	6	28	3	10	0	1
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._L2-79-05	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._LK10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._LK31	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._NML98-0116	1	4	1	3	12	4	0	2	2	0	0	0	12	16	14	4	2	4
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._SCR221107	95	173	170	50	126	83	0	1	11	47	3	16	52	87	335	43	84	51
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp._sy039	5	0	0	1	6	0	1	1	1	400	0	0	4	20	19	4	4	19
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sphenisci	22	15	12	8	85	4	2	0	19	117	2	0	48	120	61	15	20	53
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_stationis	22	10	11	7	17	2	7	0	15	9	13	0	14	79	9	17	14	47
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_striatum	63	9	20	14	67	20	8	3	4	167	44	2	65	139	79	29	20	44
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_suranareeae	11	3	2	14	34	1	4	0	1	9	9	0	38	55	5	5	116	31
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_terpenotabidum	41	42	10	8	31	4	0	0	4	165	6	0	37	99	31	43	5	26
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_testudinoris	95	304	191	73	207	154	0	1	16	15	6	5	34	231	44	48	42	16
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_timonense	130	6	15	7	78	4	1	0	4	5	22	3	43	175	32	14	57	26
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_tuberculostearicum	17	3	22	16	25	16	57	0	5	15	4	0	18	61	78	7	28	17
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_uberis	53	20	14	11	76	6	16	0	3	55	25	0	88	108	32	20	18	93
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_ulcerans	45	7	28	50	38	11	14	0	13	7	6	1	19	22	24	15	22	34
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_urealyticum	3	7	16	13	21	6	1	1	3	154	48	2	36	203	106	43	30	87
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_ureicelerivorans	13	1	11	23	74	3	1	1	1	7	19	2	7	21	20	4	34	5
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_urogenitale	6	33	3	1	41	1	5	0	0	1	1	0	29	91	14	114	38	33
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_uterequi	20	6	21	41	34	3	14	4	1	284	5	3	31	69	23	16	9	15
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_variabile	125	30	60	35	45	7	7	1	0	6	7	1	142	85	106	40	78	54
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_vitaeruminis	86	226	10	46	152	100	9	5	27	20	2	1	107	90	66	55	15	62
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_xerosis	61	18	12	18	48	11	0	4	7	79	31	5	42	149	66	35	25	81
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_yudongzhengii	12	17	7	15	17	9	0	4	2	1	1	0	18	78	45	31	8	42
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_zhongnanshanii	11	5	9	4	14	15	0	0	14	8	6	5	17	24	43	18	35	26
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_kunjamensis	21	8	6	2	16	3	0	3	5	23	2	0	31	87	17	10	6	16
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_lutea	2	4	5	2	23	2	3	1	2	19	3	0	11	31	36	17	6	14
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_psychralcaliphila	78	1	7	10	111	1	2	1	1	60	4	0	37	116	66	15	25	15
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_sp._B32	77	102	79	24	87	26	0	2	5	43	1	2	11	93	33	34	39	21
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_sp._DQ12-45-1b	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_sp._oral_taxon_368	7	10	14	9	12	11	3	2	3	22	33	3	10	20	23	10	30	22
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_timorensis	58	12	4	29	23	4	2	0	2	9	1	2	52	85	17	18	15	29
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_ajococcus	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_alkanivorans	20	5	1	3	4	0	0	1	1	4	2	1	5	19	10	2	3	13
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_amarae	9	11	14	9	45	1	0	1	4	286	2	0	7	85	100	1	73	10
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_amicalis	2	2	0	0	4	0	1	0	3	0	1	0	3	18	13	42	5	15
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_bronchialis	84	17	5	12	47	5	4	0	9	27	7	0	68	98	42	19	30	67
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_hongkongensis	2	0	0	1	8	0	0	0	1	1	3	0	1	7	10	12	1	1
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_insulae	31	67	22	9	79	20	2	2	11	187	3	5	18	27	34	36	21	28
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_iterans	1	2	13	5	40	2	9	0	2	142	0	6	18	122	54	13	13	33
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_jinghuaiqii	49	40	14	2	41	15	0	0	1	22	2	0	16	36	34	8	17	22
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_mangrovi	83	4	20	1	25	0	2	4	4	58	4	0	136	111	22	13	39	25
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_otitidis	5	1	6	7	8	6	2	0	2	549	4	0	16	26	18	2	10	29
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_phthalatica	12	6	8	3	24	14	24	0	9	46	4	0	17	59	43	22	19	28
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_polyisoprenivorans	14	18	8	15	25	3	0	1	4	61	12	5	40	87	108	23	17	70
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_pseudamarae	9	7	14	10	21	11	0	7	18	24	7	3	21	44	38	10	3	98
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_rubripertincta	23	0	11	7	25	1	0	2	1	17	0	2	25	64	18	8	28	25
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sihwensis	1	0	0	7	8	0	0	0	0	2	1	0	5	24	1	2	0	6
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sp._135	0	1	0	17	12	0	0	0	0	0	3	1	2	6	4	0	0	6
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sp._1D	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sp._JH63	6	8	8	5	5	0	0	0	0	5	0	0	41	4	3	0	0	24
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sp._KTR9	14	9	5	17	37	0	1	0	2	59	2	1	76	53	53	40	35	92
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sp._L191	13	2	1	7	13	1	0	0	3	24	5	0	10	19	19	2	6	6
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sp._PDNC005	7	7	10	17	22	46	2	1	3	22	3	0	95	36	28	20	13	25
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sp._PP30	16	23	6	3	29	2	1	1	2	6	2	5	16	63	56	12	11	25
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sp._SL306	10	6	3	7	19	1	0	2	1	23	8	0	8	39	37	5	15	23
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sp._SMJS1	0	0	1	0	0	0	0	1	0	0	0	0	5	4	0	5	0	1
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sp._WA4-43	3	3	0	0	1	0	1	0	1	0	0	0	13	5	19	0	1	2
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sp._YC-JH1	0	0	2	0	0	0	0	0	0	0	0	1	35	4	1	0	30	3
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_terrae	82	65	28	6	66	12	27	3	7	26	3	0	83	185	95	64	35	73
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_zhaorongruii	12	2	2	3	90	1	0	0	0	10	0	0	54	12	11	2	6	11
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Skermania|s__Skermania_piniformis	7	10	22	14	52	4	12	3	8	246	1	3	48	48	9	4	23	77
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Hoyosellaceae|g__Hoyosella|s__Hoyosella_subflava	16	11	1	5	22	5	7	3	5	24	8	1	21	38	197	32	22	28
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Lawsonellaceae|g__Lawsonella|s__Lawsonella_clevelandensis	54	24	6	12	108	3	7	0	12	155	51	2	133	62	47	89	54	46
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Candidatus_Mycobacterium_methanotrophicum	45	117	103	30	78	73	1	1	11	36	3	0	79	78	28	19	14	27
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_avium	26	12	16	14	38	12	0	10	6	310	9	1	71	123	84	23	22	39
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_basiliense	4	6	6	6	16	2	0	0	2	23	3	1	75	26	65	48	25	20
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_branderi	9	12	3	27	59	3	0	2	3	8	2	3	35	169	61	29	19	37
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_canettii	802	225	15	810	340	29	67	71	40	60	80	45	38	67	97	21	14	52
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_colombiense	14	9	4	3	58	5	1	0	5	7	1	1	42	34	15	43	18	26
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_conspicuum	50	94	73	12	57	20	5	3	5	4	1	2	68	43	23	80	12	41
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_cookii	60	111	100	24	73	32	2	0	2	239	2	2	20	61	22	12	10	8
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_dioxanotrophicus	9	4	11	10	19	4	2	2	3	67	0	1	59	60	38	47	29	91
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_florentinum	9	9	40	0	20	0	0	0	0	15	3	0	16	22	21	5	20	12
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_frederiksbergense	17	23	26	15	31	11	1	0	1	35	1	0	68	29	19	27	25	36
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_gordonae	49	111	1	49	34	37	3	24	5	10	3	0	37	80	72	18	16	38
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_grossiae	4	18	7	36	32	1	1	0	4	125	2	1	28	63	33	16	22	24
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_haemophilum	6	5	28	14	20	4	1	0	5	1	1	3	16	20	5	13	0	4
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_heckeshornense	42	140	164	38	103	101	1	4	11	25	1	1	14	38	19	66	11	10
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_heidelbergense	1	10	6	11	13	0	2	0	0	20	5	1	13	50	29	3	24	10
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_intracellulare	36	49	48	14	47	28	6	2	12	9	1	2	17	44	18	20	21	12
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_kansasii	7	9	3	36	24	4	2	1	15	5	4	4	61	78	56	22	10	33
