# Pathway HUMAnN v4.0.0.alpha.1	C1	C2	C3	Y1	Y2	Y3
PWY-1042: glycolysis IV|s__Comamonas_kerstersii.t__SGB12676	4.08695e-05	0	1.14642e-05	0	0	0
PWY-1042: glycolysis IV|s__Coprococcus_comes.t__SGB4577	0	0	0	0	5.12965e-05	0
PWY-1042: glycolysis IV|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	3.53816e-05	0
PWY-1042: glycolysis IV|s__Dorea_longicatena.t__SGB4582	0	0	0	3.88008e-05	7.14408e-05	0
PWY-1042: glycolysis IV|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	4.84735e-05	0
PWY-1042: glycolysis IV|s__Escherichia_coli.t__SGB10068	0	0	7.02432e-05	0	0	0
PWY-1042: glycolysis IV|s__Faecalibacillus_faecis.t__SGB6750	0	0	0	0	9.77985e-06	0
PWY-1042: glycolysis IV|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	3.97815e-05	0	1.58525e-05
PWY-1042: glycolysis IV|s__Faecalibacterium_SGB15346.t__SGB15346	0	2.53e-06	0	0	0	0
PWY-1042: glycolysis IV|s__Faecalibacterium_prausnitzii.t__SGB15316	0	0	0	0	0	1.02469e-05
PWY-1042: glycolysis IV|s__Faecalibacterium_prausnitzii.t__SGB15318	0	6.54545e-06	0	0	4.23207e-06	0
PWY-1042: glycolysis IV|s__Faecalibacterium_prausnitzii.t__SGB15323	0	0	0	0	7.216e-06	0
PWY-1042: glycolysis IV|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	3.35448e-05
PWY-1042: glycolysis IV|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	2.87767e-05	0
PWY-1042: glycolysis IV|s__GGB3304_SGB4365.t__SGB4365	1.40878e-05	0	0	0	0	0
PWY-1042: glycolysis IV|s__GGB3304_SGB4367.t__SGB4367	0	0	3.94297e-06	0	0	0
PWY-1042: glycolysis IV|s__GGB3653_SGB4964.t__SGB4964	0	0	0	0	1.61381e-05	0
PWY-1042: glycolysis IV|s__GGB4569_SGB6312.t__SGB6312	0	4.43632e-05	0	0	0	0
PWY-1042: glycolysis IV|s__GGB9059_SGB13976.t__SGB13976	0	4.4227e-05	0	0	0	0
PWY-1042: glycolysis IV|s__GGB9342_SGB14306.t__SGB14306	0	8.36887e-06	2.78904e-05	0	0	0
PWY-1042: glycolysis IV|s__GGB9345_SGB14311.t__SGB14311	0	1.09685e-05	0	0	0	0
PWY-1042: glycolysis IV|s__GGB9350_SGB14317.t__SGB14317	0	7.07409e-06	0	0	0	0
PWY-1042: glycolysis IV|s__GGB9634_SGB15095.t__SGB15095	0.000129027	1.79099e-05	0	0	0	0
PWY-1042: glycolysis IV|s__GGB9635_SGB15103.t__SGB15103	0	7.47322e-06	0	0	0	0
PWY-1042: glycolysis IV|s__GGB9635_SGB15106.t__SGB15106	0	1.21542e-05	0	0	0	0
PWY-1042: glycolysis IV|s__GGB9636_SGB15107.t__SGB15107	0	1.57731e-05	0	0	0	0
PWY-1042: glycolysis IV|s__GGB9708_SGB15234.t__SGB15234	1.31515e-05	3.45433e-05	4.09976e-05	0	0	0
PWY-1042: glycolysis IV|s__GGB9715_SGB15267.t__SGB15267	0	0	6.36935e-05	0	0	0
PWY-1042: glycolysis IV|s__GGB9747_SGB15356.t__SGB15356	0	6.63074e-06	0	0	0	0
PWY-1042: glycolysis IV|s__GGB9760_SGB15374.t__SGB15374	0	0	1.39713e-05	0	0	0
PWY-1042: glycolysis IV|s__Gemmiger_SGB15295.t__SGB15295	0	0	1.28304e-05	0	0	0
PWY-1042: glycolysis IV|s__Klebsiella_pneumoniae.t__SGB10115	0.000173717	0.000192193	0	0	0	0
PWY-1042: glycolysis IV|s__Klebsiella_quasipneumoniae.t__SGB10112	0	2.84836e-05	0	0	0	0
PWY-1042: glycolysis IV|s__Lacrimispora_celerecrescens.t__SGB4868	0	0	0	0	1.28778e-05	0
PWY-1042: glycolysis IV|s__Oscillibacter_sp_ER4.t__SGB15254	0	9.7841e-06	0	0	0	0
PWY-1042: glycolysis IV|s__Phocaeicola_vulgatus.t__SGB1814	0	3.3157e-05	0	0	0	0
PWY-1042: glycolysis IV|s__Roseburia_faecis.t__SGB4925	0	0	0	0	0	1.61685e-05
PWY-1042: glycolysis IV|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	4.75128e-05	0	0
PWY-1042: glycolysis IV|s__Ruminococcus_lactaris.t__SGB4557	0	0	0	0	0	8.16693e-06
PWY-1042: glycolysis IV|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	9.73387e-05	6.86333e-05	0.000119957
PWY-1042: glycolysis IV|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	1.20361e-05	0
PWY-1042: glycolysis IV|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	6.10243e-05	0
PWY-1042: glycolysis IV|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	9.9273e-06	3.98488e-05	0
PWY-1042: glycolysis IV|s__Vescimonas_coprocola.t__SGB15089	0	0	1.04757e-05	0	0	0
PWY-1042: glycolysis IV|unclassified	0.000120123	0.000109192	0.000108582	3.54869e-05	0.000164156	0.000110084
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|s__Akkermansia_muciniphila.t__SGB9226	0	1.1467e-05	3.86284e-05	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|s__Alistipes_communis.t__SGB2290	0	8.01101e-06	1.57027e-05	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|s__Alistipes_onderdonkii.t__SGB2303	0	0	3.95092e-05	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|s__Alistipes_putredinis.t__SGB2318	0	0	2.89421e-05	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|s__Alistipes_shahii.t__SGB2295	0	1.3808e-05	1.86164e-05	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|s__Bacteroides_stercoris.t__SGB1830	0	0	1.24216e-05	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|s__Bacteroides_uniformis.t__SGB1836	0	0	2.72407e-05	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|s__Comamonas_kerstersii.t__SGB12676	5.19818e-05	0	1.30438e-05	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|s__Escherichia_coli.t__SGB10068	0	0	5.03376e-05	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|s__Klebsiella_pneumoniae.t__SGB10115	0.00010937	0.000121278	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.4791e-05	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|s__Pyramidobacter_piscolens.t__SGB15497	0	8.41738e-06	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|unclassified	4.35835e-05	2.25048e-05	4.4974e-05	6.01291e-06	2.14956e-05	1.85599e-05
PWY-181: photorespiration|unclassified	0	0	0	0	0	3.58087e-05
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	6.40073e-05	0	3.62193e-05
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	0.000114298	1.78601e-05	0
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)|s__Blautia_wexlerae.t__SGB4837	0	0	0	2.21582e-05	0	4.80882e-05
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	4.48069e-05	1.53217e-05	1.61482e-05
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)|unclassified	0	5.27241e-05	1.08594e-05	0	0	0
PWY-2201: folate transformations I|s__Bacteroides_uniformis.t__SGB1836	0	0	2.74419e-05	0	0	0
PWY-2201: folate transformations I|unclassified	1.73317e-05	2.20843e-05	4.10274e-05	0	0	4.71129e-05
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)|s__Alistipes_shahii.t__SGB2295	0	0	7.50712e-06	0	0	0
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	3.27539e-06	0
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)|s__Escherichia_coli.t__SGB10068	0	0	6.00069e-05	0	0	0
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)|s__Klebsiella_pneumoniae.t__SGB10115	0.00017829	0.000145842	0	0	0	0
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.31409e-05	0	0	0	0
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)|unclassified	0.000113148	0.000124829	1.20386e-05	0	0.000100023	6.10654e-05
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type|unclassified	3.46013e-05	0	8.88779e-06	0	2.91199e-05	4.80986e-05
PWY-2941: L-lysine biosynthesis II|s__Alistipes_onderdonkii.t__SGB2303	0	0	5.49068e-05	0	0	0
PWY-2941: L-lysine biosynthesis II|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	0	0	1.68972e-05
PWY-2941: L-lysine biosynthesis II|s__Bifidobacterium_longum.t__SGB17248	0	0	0	1.49271e-05	0	0
PWY-2941: L-lysine biosynthesis II|s__Blautia_faecis.t__SGB4820	0	0	0	1.57695e-05	0	0
PWY-2941: L-lysine biosynthesis II|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	2.73472e-05	0	0
PWY-2941: L-lysine biosynthesis II|s__Klebsiella_pneumoniae.t__SGB10115	0.000185494	0.000140766	0	0	0	0
PWY-2941: L-lysine biosynthesis II|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.85819e-05	0	0	0	0
PWY-2941: L-lysine biosynthesis II|s__Pyramidobacter_piscolens.t__SGB15497	0	1.06283e-05	0	0	0	0
PWY-2941: L-lysine biosynthesis II|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	3.53766e-05	0
PWY-2941: L-lysine biosynthesis II|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	0	1.75527e-05	0
PWY-2941: L-lysine biosynthesis II|unclassified	4.48263e-05	4.42365e-05	4.6887e-05	2.82192e-05	7.5053e-05	6.0579e-05
PWY-2942: L-lysine biosynthesis III|s__Akkermansia_muciniphila.t__SGB9226	0	0	3.43212e-05	0	0	0
PWY-2942: L-lysine biosynthesis III|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	2.57955e-05	3.69403e-05	2.73279e-05
PWY-2942: L-lysine biosynthesis III|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	4.74193e-05	0	0
PWY-2942: L-lysine biosynthesis III|s__Blautia_faecis.t__SGB4820	0	0	0	1.50682e-05	1.99016e-05	0
PWY-2942: L-lysine biosynthesis III|s__Blautia_massiliensis.t__SGB4826	0	0	0	2.11905e-05	1.36945e-05	0
PWY-2942: L-lysine biosynthesis III|s__Blautia_obeum.t__SGB4811	0	0	0	3.60368e-05	4.0344e-05	0
PWY-2942: L-lysine biosynthesis III|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	4.17432e-06	0
PWY-2942: L-lysine biosynthesis III|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000167018	2.67327e-05	7.65627e-05
PWY-2942: L-lysine biosynthesis III|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	1.69749e-05	0
PWY-2942: L-lysine biosynthesis III|s__Dorea_longicatena.t__SGB4582	0	0	0	0	3.20178e-05	0
PWY-2942: L-lysine biosynthesis III|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	3.19042e-05	1.76881e-05	3.37597e-05
PWY-2942: L-lysine biosynthesis III|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	9.20936e-06	0
PWY-2942: L-lysine biosynthesis III|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	6.29343e-05	0
PWY-2942: L-lysine biosynthesis III|unclassified	0	4.45521e-05	5.70886e-05	1.62183e-05	7.32947e-05	5.69994e-05
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Alistipes_onderdonkii.t__SGB2303	0	0	5.65294e-05	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Alistipes_shahii.t__SGB2295	0	0	1.40734e-05	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	3.21731e-05	3.5855e-05	3.7913e-05
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	0.000125621
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Blautia_massiliensis.t__SGB4826	0	0	0	2.16438e-05	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Blautia_obeum.t__SGB4811	0	0	0	2.63635e-05	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	3.77737e-06	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	2.71742e-06	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000123318	2.37465e-05	8.07512e-05
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Dorea_longicatena.t__SGB4582	0	0	0	0	4.12856e-05	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Escherichia_coli.t__SGB10068	0	0	8.53431e-05	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	2.14419e-05	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	1.78581e-05	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Klebsiella_pneumoniae.t__SGB10115	0.000173084	0.000130713	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.92896e-05	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	4.54842e-05	1.95817e-05	4.97315e-05
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	1.37017e-05	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	2.26869e-05	2.35444e-05	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	0.00010425	6.01306e-05	5.85557e-05	2.26785e-05	8.88761e-05	6.49321e-05
PWY-3781: aerobic respiration I (cytochrome c)|s__Comamonas_kerstersii.t__SGB12676	3.66786e-05	0	0	0	0	0
PWY-3781: aerobic respiration I (cytochrome c)|unclassified	6.07742e-06	3.85204e-05	4.3881e-05	0	1.25431e-05	1.49273e-05
PWY-3801: sucrose degradation II (sucrose synthase)|unclassified	0	2.69923e-05	0	0	0	6.57686e-05
PWY-3841: folate transformations II (plants)|s__Akkermansia_muciniphila.t__SGB9226	0	0	4.44549e-05	0	0	0
PWY-3841: folate transformations II (plants)|s__Alistipes_communis.t__SGB2290	0	0	1.00175e-05	0	0	0
PWY-3841: folate transformations II (plants)|s__Alistipes_onderdonkii.t__SGB2303	0	0	5.18762e-05	0	0	0
PWY-3841: folate transformations II (plants)|s__Alistipes_putredinis.t__SGB2318	0	0	3.17748e-05	0	0	0
PWY-3841: folate transformations II (plants)|s__Alistipes_shahii.t__SGB2295	0	7.52893e-06	2.82843e-05	0	0	0
PWY-3841: folate transformations II (plants)|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	3.62972e-05	4.87656e-05	3.98797e-05
PWY-3841: folate transformations II (plants)|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	5.92318e-05	0	0
PWY-3841: folate transformations II (plants)|s__Bacteroides_uniformis.t__SGB1836	0	5.68928e-06	4.00069e-05	0	0	0
PWY-3841: folate transformations II (plants)|s__Bifidobacterium_longum.t__SGB17248	0	0	0	2.42859e-05	0	0
PWY-3841: folate transformations II (plants)|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	0.000162713
PWY-3841: folate transformations II (plants)|s__Blautia_faecis.t__SGB4820	0	0	0	3.58875e-05	2.15393e-05	0
PWY-3841: folate transformations II (plants)|s__Blautia_massiliensis.t__SGB4826	0	0	0	1.90992e-05	1.08343e-05	0
PWY-3841: folate transformations II (plants)|s__Blautia_obeum.t__SGB4811	0	0	0	3.25264e-05	3.84627e-05	0
PWY-3841: folate transformations II (plants)|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	4.68632e-06	0
PWY-3841: folate transformations II (plants)|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000104696	7.24527e-06	5.64621e-05
PWY-3841: folate transformations II (plants)|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	7.48694e-05	1.11542e-05	0	0	0	0
PWY-3841: folate transformations II (plants)|s__Collinsella_intestinalis.t__SGB14741	0	0	0	2.42333e-05	0	0
PWY-3841: folate transformations II (plants)|s__Comamonas_kerstersii.t__SGB12676	3.2052e-05	0	0	0	0	0
PWY-3841: folate transformations II (plants)|s__Coprococcus_comes.t__SGB4577	0	0	0	0	2.67272e-05	0
PWY-3841: folate transformations II (plants)|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	1.99745e-05	0
PWY-3841: folate transformations II (plants)|s__Dorea_longicatena.t__SGB4582	0	0	0	3.10383e-05	5.4868e-05	0
PWY-3841: folate transformations II (plants)|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	1.73268e-05	0
PWY-3841: folate transformations II (plants)|s__Escherichia_coli.t__SGB10068	0	0	4.92032e-05	0	0	0
PWY-3841: folate transformations II (plants)|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	3.43954e-05	0	2.00969e-05
PWY-3841: folate transformations II (plants)|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	1.84326e-05	0
PWY-3841: folate transformations II (plants)|s__GGB9635_SGB15106.t__SGB15106	0	1.5858e-05	0	0	0	0
PWY-3841: folate transformations II (plants)|s__GGB9715_SGB15267.t__SGB15267	0	0	0.000109637	0	0	0
PWY-3841: folate transformations II (plants)|s__Klebsiella_pneumoniae.t__SGB10115	0.000112152	8.24698e-05	0	0	0	0
PWY-3841: folate transformations II (plants)|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.62525e-05	0	0	0	0
PWY-3841: folate transformations II (plants)|s__Oscillibacter_sp_ER4.t__SGB15254	0	1.15575e-05	0	0	0	0
PWY-3841: folate transformations II (plants)|s__Phocaeicola_vulgatus.t__SGB1814	0	8.30582e-06	0	0	0	0
PWY-3841: folate transformations II (plants)|s__Roseburia_faecis.t__SGB4925	0	0	0	0	0	1.06505e-05
PWY-3841: folate transformations II (plants)|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	1.56118e-05	0	0
PWY-3841: folate transformations II (plants)|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	5.2174e-05	1.01494e-05	5.26134e-05
PWY-3841: folate transformations II (plants)|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	4.55264e-05	0
PWY-3841: folate transformations II (plants)|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	1.33203e-05	1.57765e-05	0
PWY-3841: folate transformations II (plants)|unclassified	0.000111341	8.63368e-05	9.28407e-05	5.66163e-05	0.000124546	8.87979e-05
PWY-4041: &gamma;-glutamyl cycle|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	3.08777e-05	2.85423e-05	2.22975e-05
PWY-4041: &gamma;-glutamyl cycle|s__Bifidobacterium_longum.t__SGB17248	0	0	0	2.1678e-05	0	0
PWY-4041: &gamma;-glutamyl cycle|s__Escherichia_coli.t__SGB10068	0	0	6.48041e-05	0	0	0
PWY-4041: &gamma;-glutamyl cycle|s__Klebsiella_pneumoniae.t__SGB10115	0.000160855	0.000113032	0	0	0	0
PWY-4041: &gamma;-glutamyl cycle|s__Klebsiella_quasipneumoniae.t__SGB10112	0	4.43557e-06	0	0	0	0
PWY-4041: &gamma;-glutamyl cycle|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	1.51322e-05	1.32011e-05	0
PWY-4041: &gamma;-glutamyl cycle|unclassified	3.36967e-05	1.12036e-05	3.5305e-05	1.48912e-05	0	3.69555e-05
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I|s__Klebsiella_pneumoniae.t__SGB10115	0.000128094	0.000134441	0	0	0	0
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	4.89508e-06	0	0	0	0
PWY-4984: urea cycle|s__Gemmiger_SGB15295.t__SGB15295	0	0	7.54542e-06	0	0	1.27411e-05
PWY-4984: urea cycle|s__Pyramidobacter_piscolens.t__SGB15497	0	8.06543e-06	0	0	0	0
PWY-4984: urea cycle|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	2.28006e-05	0
PWY-4984: urea cycle|unclassified	7.72569e-05	7.40462e-05	6.96126e-05	5.82062e-05	0.000144786	0.000114593
PWY-5004: superpathway of L-citrulline metabolism|unclassified	4.53118e-05	0	3.93783e-05	0	0	0
PWY-5005: biotin biosynthesis II|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	2.70387e-05	0
PWY-5005: biotin biosynthesis II|unclassified	0	1.42396e-05	0	0	0	0
PWY-5022: 4-aminobutanoate degradation V|unclassified	9.22583e-06	0	0	0	0	0
PWY-5028: L-histidine degradation II|s__Klebsiella_pneumoniae.t__SGB10115	0	9.21431e-05	0	0	0	0
PWY-5028: L-histidine degradation II|s__Klebsiella_quasipneumoniae.t__SGB10112	0	5.05049e-05	0	0	0	0
PWY-5030: L-histidine degradation III|s__Alistipes_onderdonkii.t__SGB2303	1.00741e-05	0	5.33236e-05	0	0	0
PWY-5030: L-histidine degradation III|s__Alistipes_putredinis.t__SGB2318	0	0	3.15341e-05	0	0	0
PWY-5030: L-histidine degradation III|s__Alistipes_shahii.t__SGB2295	0	0	2.08478e-05	0	0	0
PWY-5030: L-histidine degradation III|s__Bacteroides_stercoris.t__SGB1830	0	0	1.00206e-05	0	0	0
PWY-5030: L-histidine degradation III|s__Bacteroides_uniformis.t__SGB1836	0	0	4.51919e-05	0	0	0
PWY-5030: L-histidine degradation III|s__Oscillibacter_sp_ER4.t__SGB15254	0	1.59016e-05	0	0	0	0
PWY-5030: L-histidine degradation III|s__Oscillospiraceae_unclassified_SGB15256.t__SGB15256	1.08533e-05	0	0	0	0	0
PWY-5030: L-histidine degradation III|s__Pyramidobacter_piscolens.t__SGB15497	0	1.01299e-05	0	0	0	0
PWY-5030: L-histidine degradation III|unclassified	3.22644e-05	2.55829e-05	4.1012e-05	0	0	1.07333e-05
PWY-5097: L-lysine biosynthesis VI|s__Akkermansia_muciniphila.t__SGB9226	0	0	3.26085e-05	0	0	0
PWY-5097: L-lysine biosynthesis VI|s__Alistipes_onderdonkii.t__SGB2303	0	0	5.56881e-05	0	0	0
PWY-5097: L-lysine biosynthesis VI|s__Alistipes_shahii.t__SGB2295	0	0	2.57458e-05	0	0	0
PWY-5097: L-lysine biosynthesis VI|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	2.68251e-05	4.88971e-05	2.85786e-05
PWY-5097: L-lysine biosynthesis VI|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	6.42261e-05	1.24166e-05	0
PWY-5097: L-lysine biosynthesis VI|s__Bacteroides_uniformis.t__SGB1836	0	6.85597e-06	3.37283e-05	0	0	0
PWY-5097: L-lysine biosynthesis VI|s__Bifidobacterium_longum.t__SGB17248	0	0	0	1.59932e-05	0	0
PWY-5097: L-lysine biosynthesis VI|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	0.000183439
PWY-5097: L-lysine biosynthesis VI|s__Blautia_faecis.t__SGB4820	0	0	0	2.16389e-05	2.31691e-05	0
PWY-5097: L-lysine biosynthesis VI|s__Blautia_massiliensis.t__SGB4826	0	0	0	2.35518e-05	1.30334e-05	0
PWY-5097: L-lysine biosynthesis VI|s__Blautia_obeum.t__SGB4811	0	0	0	4.63406e-05	7.23674e-05	0
PWY-5097: L-lysine biosynthesis VI|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	2.06957e-06	0
PWY-5097: L-lysine biosynthesis VI|s__Blautia_wexlerae.t__SGB4837	0	0	0	0.000170888	2.47046e-05	9.59642e-05
PWY-5097: L-lysine biosynthesis VI|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	2.14923e-05	0
PWY-5097: L-lysine biosynthesis VI|s__Dorea_longicatena.t__SGB4582	0	0	0	2.37212e-05	4.03483e-05	0
PWY-5097: L-lysine biosynthesis VI|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	1.93122e-05	0
PWY-5097: L-lysine biosynthesis VI|s__Escherichia_coli.t__SGB10068	0	0	6.59969e-05	0	0	0
PWY-5097: L-lysine biosynthesis VI|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	2.75958e-05	0	0
PWY-5097: L-lysine biosynthesis VI|s__Faecalibacterium_prausnitzii.t__SGB15318	0	1.96192e-06	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	1.69845e-05	0
PWY-5097: L-lysine biosynthesis VI|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	3.23776e-05
PWY-5097: L-lysine biosynthesis VI|s__GGB4569_SGB6312.t__SGB6312	0	4.79005e-05	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|s__GGB9345_SGB14311.t__SGB14311	0	2.61414e-05	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|s__Klebsiella_pneumoniae.t__SGB10115	0.000192129	0.000154554	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|s__Klebsiella_quasipneumoniae.t__SGB10112	0	1.79356e-05	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	4.63228e-05	0	0
PWY-5097: L-lysine biosynthesis VI|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	4.53032e-05	1.98842e-05	5.97268e-05
PWY-5097: L-lysine biosynthesis VI|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	1.16341e-05	0
PWY-5097: L-lysine biosynthesis VI|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	6.39406e-05	0
PWY-5097: L-lysine biosynthesis VI|s__Ruthenibacterium_lactatiformans.t__SGB15271	7.87977e-06	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	0	1.51724e-05	0
PWY-5097: L-lysine biosynthesis VI|unclassified	6.37963e-05	6.24824e-05	6.12519e-05	2.22843e-05	9.31661e-05	8.3217e-05
PWY-5101: L-isoleucine biosynthesis II|unclassified	2.41257e-05	0	0	0	3.1224e-05	1.83161e-05
