# Pathway HUMAnN v4.0.0.alpha.1	C1	C2	C3	Y1	Y2	Y3
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	45.8360417130	0	0	0	0	12.9321687709
GALACTARDEG-PWY: D-galactarate degradation I	306.0489316536	243.5028449120	143.4439106474	0	13.3771553380	18.1365039048
GALACTARDEG-PWY: D-galactarate degradation I|s__Escherichia_coli.t__SGB10068	0	0	101.9342922032	0	0	0
GALACTARDEG-PWY: D-galactarate degradation I|s__Klebsiella_pneumoniae.t__SGB10115	274.2033808496	175.6137757651	0	0	0	0
GALACTARDEG-PWY: D-galactarate degradation I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	15.8976292516	0	0	0	0
GALACTARDEG-PWY: D-galactarate degradation I|unclassified	20.6472401321	7.0547485281	22.8345663437	0	8.5620164429	15.0130445370
GALACTITOLCAT-PWY: galactitol degradation	102.0980274457	108.2705760517	57.9267873819	178.3764275651	29.7160700979	45.4624273807
GALACTITOLCAT-PWY: galactitol degradation|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	124.8475999849	23.3726489051	0
GALACTITOLCAT-PWY: galactitol degradation|s__Escherichia_coli.t__SGB10068	0	0	47.4077228158	0	0	0
GALACTITOLCAT-PWY: galactitol degradation|s__Klebsiella_pneumoniae.t__SGB10115	54.3465230597	90.7192576946	0	0	0	0
GALACTITOLCAT-PWY: galactitol degradation|unclassified	6.7157035591	0	0	7.2771781948	0	37.8472052145
GALLATE-DEGRADATION-I-PWY: gallate degradation II	229.5640068014	204.1540313376	0	0	0	0
GALLATE-DEGRADATION-I-PWY: gallate degradation II|s__Klebsiella_pneumoniae.t__SGB10115	207.4117085401	183.6191886447	0	0	0	0
GALLATE-DEGRADATION-I-PWY: gallate degradation II|s__Klebsiella_quasipneumoniae.t__SGB10112	0	15.9398110382	0	0	0	0
GALLATE-DEGRADATION-II-PWY: gallate degradation I	229.5640068014	204.1540313376	0	0	0	0
GALLATE-DEGRADATION-II-PWY: gallate degradation I|s__Klebsiella_pneumoniae.t__SGB10115	207.4117085401	183.6191886447	0	0	0	0
GALLATE-DEGRADATION-II-PWY: gallate degradation I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	15.9398110382	0	0	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	270.7216541125	194.1763949449	269.3723181479	434.7283112691	421.7694774107	318.7361635985
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	0	30.6922267192	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	53.0198990669	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Bifidobacterium_longum.t__SGB17248	0	0	0	13.8271707259	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Blautia_massiliensis.t__SGB4826	0	0	0	22.5802740588	4.4355392327	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Blautia_obeum.t__SGB4811	0	0	0	0	17.8355463246	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Blautia_wexlerae.t__SGB4837	0	0	0	0	0	57.3306035810
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	55.2182493760	43.5270670688
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Collinsella_intestinalis.t__SGB14741	0	0	0	9.0878231189	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	11.0440156524	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Dorea_longicatena.t__SGB4582	0	0	0	0	27.5197567705	9.1506204002
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Escherichia_coli.t__SGB10068	0	0	100.9747024742	0	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Eubacterium_rectale.t__SGB4933	0	0	0	0	10.5958378879	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Faecalibacterium_prausnitzii.t__SGB15318	0	3.5353481186	0	0	3.2790468904	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Faecalibacterium_prausnitzii.t__SGB15323	0	0	0	0	8.4929605885	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Klebsiella_pneumoniae.t__SGB10115	150.2187614141	125.8065531321	0	0	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	0	0	21.6196050901
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	22.9873993998	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	8.7864773352	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	61.6148439851	24.4593277802	66.5895620881	15.8796848967	53.3778783238	49.8422680143
GLUCARDEG-PWY: D-glucarate degradation I	307.4662764860	248.1473728398	127.1600415992	0	12.9148669105	15.0994817743
GLUCARDEG-PWY: D-glucarate degradation I|s__Escherichia_coli.t__SGB10068	0	0	110.6344606853	0	0	0
GLUCARDEG-PWY: D-glucarate degradation I|s__Klebsiella_pneumoniae.t__SGB10115	284.4796938519	182.6308301349	0	0	0	0
GLUCARDEG-PWY: D-glucarate degradation I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	17.6375466796	0	0	0	0
GLUCARDEG-PWY: D-glucarate degradation I|unclassified	19.2496490918	0	8.6209442705	0	0	13.5750070640
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	306.0489316536	243.5028449120	143.4439106474	0	13.3771553380	18.1365039048
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|s__Escherichia_coli.t__SGB10068	0	0	101.9342922032	0	0	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|s__Klebsiella_pneumoniae.t__SGB10115	274.2033808496	175.6137757651	0	0	0	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|s__Klebsiella_quasipneumoniae.t__SGB10112	0	15.8976292516	0	0	0	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|unclassified	20.6472401321	7.0547485281	22.8345663437	0	8.5620164429	15.0130445370
GLUCONEO-PWY: gluconeogenesis I	614.8317333364	581.1605074241	680.3497449070	633.9457944427	572.9786271791	427.3438152321
GLUCONEO-PWY: gluconeogenesis I|s__Alistipes_onderdonkii.t__SGB2303	0	0	66.2641737170	0	0	0
GLUCONEO-PWY: gluconeogenesis I|s__Alistipes_putredinis.t__SGB2318	0	0	28.5551888557	0	0	0
GLUCONEO-PWY: gluconeogenesis I|s__Alistipes_shahii.t__SGB2295	0	0	24.9027447591	0	0	0
GLUCONEO-PWY: gluconeogenesis I|s__Bacteroides_uniformis.t__SGB1836	0	12.8247509562	17.4498323154	0	0	0
GLUCONEO-PWY: gluconeogenesis I|s__Blautia_obeum.t__SGB4811	0	0	0	42.4720870873	0	0
GLUCONEO-PWY: gluconeogenesis I|s__Escherichia_coli.t__SGB10068	0	0	71.3966813619	0	0	0
GLUCONEO-PWY: gluconeogenesis I|s__Klebsiella_pneumoniae.t__SGB10115	165.8616325247	114.5088132256	0	0	0	0
GLUCONEO-PWY: gluconeogenesis I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	17.4789894285	0	0	0	0
GLUCONEO-PWY: gluconeogenesis I|s__Phocaeicola_vulgatus.t__SGB1814	0	15.8745981020	0	0	0	0
GLUCONEO-PWY: gluconeogenesis I|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	48.1252927749	0
GLUCONEO-PWY: gluconeogenesis I|unclassified	129.1568640074	126.2539550234	120.9873332221	24.9247847746	93.7143294610	99.8699289913
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	569.3777015415	347.8542362524	434.0930130969	0	0	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|s__Escherichia_coli.t__SGB10068	0	0	102.5864073751	0	0	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|s__Klebsiella_pneumoniae.t__SGB10115	271.3950671996	133.4179553299	0	0	0	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|s__Klebsiella_quasipneumoniae.t__SGB10112	0	13.8984870259	0	0	0	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	0	0	41.9966819407	0	0	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	78.2425215751	0	245.0446776531	0	0	117.9320714253
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|s__Escherichia_coli.t__SGB10068	0	0	79.1163320679	0	0	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|unclassified	50.7092006692	0	0	0	0	20.4933027224
GLUDEG-I-PWY: GABA shunt	107.9559628960	48.8233242154	95.0165398704	7.3029348669	22.9117772650	13.8816602434
GLUDEG-II-PWY: L-glutamate degradation VII (to butanoate)	29.9262011217	43.2967541747	93.1133153340	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I	449.1836708794	388.5447655063	532.2352105805	508.8823067243	575.7211574485	529.7821211317
GLUTORN-PWY: L-ornithine biosynthesis I|s__Akkermansia_muciniphila.t__SGB9226	0	10.3654870742	59.2645505406	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Alistipes_onderdonkii.t__SGB2303	9.7051272432	0	57.4597415635	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	32.0603016626	35.3113636729	46.4182533766
GLUTORN-PWY: L-ornithine biosynthesis I|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	63.3972150798	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Bacteroides_stercoris.t__SGB1830	0	0	13.7634485985	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Bifidobacterium_longum.t__SGB17248	0	0	0	7.5292482335	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	79.1775840099
GLUTORN-PWY: L-ornithine biosynthesis I|s__Blautia_faecis.t__SGB4820	0	0	0	17.1643620047	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Blautia_massiliensis.t__SGB4826	0	0	0	21.9588347098	13.3478252579	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Blautia_obeum.t__SGB4811	0	0	0	19.1298163519	9.8099939220	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	3.7591907440	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	6.4063544440	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Blautia_wexlerae.t__SGB4837	0	0	0	116.4850342260	18.2892320912	56.5686408675
GLUTORN-PWY: L-ornithine biosynthesis I|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	48.5378043859	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Comamonas_kerstersii.t__SGB12676	61.1586227229	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Coprococcus_comes.t__SGB4577	0	0	0	0	31.4789487683	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	13.3560239746	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Dorea_longicatena.t__SGB4582	0	0	0	19.0295717060	42.6559190797	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	31.5826212801	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Escherichia_coli.t__SGB10068	0	0	81.5650809659	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	13.5218090809	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Faecalibacterium_prausnitzii.t__SGB15318	0	7.7738509622	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	12.5253489204	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	0	36.8381461226
GLUTORN-PWY: L-ornithine biosynthesis I|s__GGB9708_SGB15234.t__SGB15234	29.9213326863	60.5666209144	35.0746395106	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__GGB9715_SGB15267.t__SGB15267	0	0	123.3408484444	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Klebsiella_pneumoniae.t__SGB10115	206.4397124984	151.2187452550	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	21.0105818602	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Oscillibacter_sp_ER4.t__SGB15254	0	8.2448989018	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Oscillospiraceae_unclassified_SGB15256.t__SGB15256	19.5647766663	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Ruminococcus_gnavus.t__SGB4584	0	0	0	21.6628558176	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	58.5577125481	14.9586728811	55.6702590239
GLUTORN-PWY: L-ornithine biosynthesis I|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	36.5830971861	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	10.7209841074	0
GLUTORN-PWY: L-ornithine biosynthesis I|s__Streptococcus_salivarius.t__SGB8007_group	0	0	0	0	17.7105076424	0
GLUTORN-PWY: L-ornithine biosynthesis I|unclassified	59.6977997858	66.9905738350	54.9195697807	14.6128049821	75.5058413690	104.0339199560
GLYCOCAT-PWY: glycogen degradation I	480.8363637317	510.5074252288	584.4908442709	428.7049555675	408.6872308739	804.8019413258
GLYCOCAT-PWY: glycogen degradation I|s__Alistipes_finegoldii.t__SGB2301	0	0	2.3805910268	0	0	0
GLYCOCAT-PWY: glycogen degradation I|s__Alistipes_onderdonkii.t__SGB2303	0	0	36.4226484491	0	0	0
GLYCOCAT-PWY: glycogen degradation I|s__Alistipes_shahii.t__SGB2295	0	0	14.4490164417	0	0	0
GLYCOCAT-PWY: glycogen degradation I|s__Bacteroides_uniformis.t__SGB1836	0	0	26.2178906602	0	0	0
GLYCOCAT-PWY: glycogen degradation I|s__Bifidobacterium_longum.t__SGB17248	0	0	0	18.4611081654	0	0
GLYCOCAT-PWY: glycogen degradation I|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	203.1865946702
GLYCOCAT-PWY: glycogen degradation I|s__Blautia_faecis.t__SGB4820	0	0	0	31.0716432784	0	0
GLYCOCAT-PWY: glycogen degradation I|s__Blautia_massiliensis.t__SGB4826	0	0	0	22.0893485830	13.9060086700	0
GLYCOCAT-PWY: glycogen degradation I|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	4.6698048665	0
GLYCOCAT-PWY: glycogen degradation I|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	9.8837500263	0
GLYCOCAT-PWY: glycogen degradation I|s__Blautia_wexlerae.t__SGB4837	0	0	0	141.1332310332	21.7919268314	74.3002724016
GLYCOCAT-PWY: glycogen degradation I|s__Coprococcus_comes.t__SGB4577	0	0	0	0	23.8139980454	0
GLYCOCAT-PWY: glycogen degradation I|s__Escherichia_coli.t__SGB10068	0	0	97.9061656108	0	0	0
GLYCOCAT-PWY: glycogen degradation I|s__GGB9059_SGB13976.t__SGB13976	0	38.6639896036	0	0	0	0
GLYCOCAT-PWY: glycogen degradation I|s__Gemmiger_SGB15295.t__SGB15295	0	0	0	0	0	6.8281744524
GLYCOCAT-PWY: glycogen degradation I|s__Gemmiger_formicilis.t__SGB15300	0	0	0	2.8075220085	0	0
GLYCOCAT-PWY: glycogen degradation I|s__Klebsiella_pneumoniae.t__SGB10115	207.8266618794	128.1686463255	0	0	0	0
GLYCOCAT-PWY: glycogen degradation I|s__Klebsiella_quasipneumoniae.t__SGB10112	0	31.8439628778	0	0	0	0
GLYCOCAT-PWY: glycogen degradation I|s__Lacrimispora_celerecrescens.t__SGB4868	0	0	0	0	6.4414761302	0
GLYCOCAT-PWY: glycogen degradation I|s__Phocaeicola_vulgatus.t__SGB1814	0	11.9297098950	0	0	0	0
GLYCOCAT-PWY: glycogen degradation I|s__Roseburia_faecis.t__SGB4925	0	0	0	0	0	11.5046144981
GLYCOCAT-PWY: glycogen degradation I|s__Ruminococcus_sp_AF13_28.t__SGB4834	0	0	0	111.5723894014	15.7080595735	102.4060896372
GLYCOCAT-PWY: glycogen degradation I|s__Ruminococcus_sp_AF41_9.t__SGB25497	0	0	0	0	25.4542124719	0
GLYCOCAT-PWY: glycogen degradation I|s__Ruminococcus_torques.t__SGB4563	0	0	0	0	58.0002285636	0
GLYCOCAT-PWY: glycogen degradation I|unclassified	133.5948468824	94.2334685574	78.9880449811	16.5297240014	62.6281922605	70.2035421327
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	590.2244906704	483.9542992810	487.6032425348	965.0232532529	1020.7263899135	790.7956765852
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Alistipes_finegoldii.t__SGB2301	0	0	2.1362766478	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Alistipes_onderdonkii.t__SGB2303	8.5007083924	0	50.4971538994	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Alistipes_shahii.t__SGB2295	0	0	18.5666122573	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Anaerobutyricum_hallii.t__SGB4532	0	0	0	98.6395012283	93.5969923018	103.5499018685
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Anaerostipes_hadrus.t__SGB4540_group	0	0	0	119.0067310884	22.8957458660	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Bacteroides_stercoris.t__SGB1830	0	0	2.0369236609	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Bacteroides_uniformis.t__SGB1836	0	2.7590081544	21.3149726411	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Bifidobacterium_longum.t__SGB17248	0	0	0	15.8087052930	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0	0	0	0	0	107.3760784164
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Blautia_faecis.t__SGB4820	0	0	0	60.6000133853	16.1270063067	23.1937130352
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Blautia_massiliensis.t__SGB4826	0	0	0	47.4259548834	25.4712865471	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Blautia_obeum.t__SGB4811	0	0	0	87.7756079502	83.0666437437	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Blautia_sp_MSK_20_85.t__SGB4828	0	0	0	0	4.8903956381	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Blautia_wexlerae.t__SGB4831	0	0	0	0	15.0529424424	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Blautia_wexlerae.t__SGB4837	0	0	0	208.4350636225	36.7801190471	143.4364149151
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	95.8546874491	13.3098603209	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Collinsella_aerofaciens.t__SGB14535_group	0	0	0	0	72.0501969802	47.5636547703
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Coprococcus_comes.t__SGB4577	0	0	0	0	61.9452756413	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Dorea_formicigenerans.t__SGB4575	0	0	0	0	30.6350188340	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Dorea_longicatena.t__SGB4582	0	0	0	44.4679305840	83.4434653069	8.0363316949
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Dorea_sp_AF24_7LB.t__SGB4571	0	0	0	0	13.9289028234	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Escherichia_coli.t__SGB10068	0	0	66.0833286165	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Faecalibacillus_faecis.t__SGB6750	0	0	0	0	5.4110376440	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Faecalibacillus_intestinalis.t__SGB6754	0	0	0	45.3120214881	0	19.7125352007
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Faecalibacterium_prausnitzii.t__SGB15318	0	9.8689200419	0	0	2.5181365789	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Faecalibacterium_prausnitzii.t__SGB15323	0	0	0	0	7.8958510139	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Faecalicatena_fissicatena.t__SGB4871	0	0	0	0	23.6104431479	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Fusicatenibacter_saccharivorans.t__SGB4874	0	0	0	0	4.2302862053	56.2184416416
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB3256_SGB4303.t__SGB4303	0	0	0	0	14.9639209810	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB3304_SGB4365.t__SGB4365	33.0681882702	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB3304_SGB4367.t__SGB4367	0	0	9.8011140996	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB3653_SGB4964.t__SGB4964	0	0	0	0	10.7208407416	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB51647_SGB4348.t__SGB4348	0	0	8.1332349003	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB9059_SGB13976.t__SGB13976	0	51.3719414860	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB9342_SGB14306.t__SGB14306	0	10.2971146627	36.8822660874	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB9345_SGB14311.t__SGB14311	0	14.5590577683	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB9634_SGB15095.t__SGB15095	83.0526669707	16.1618070846	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB9635_SGB15103.t__SGB15103	0	7.2405546014	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB9635_SGB15106.t__SGB15106	0	8.5415568929	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB9636_SGB15107.t__SGB15107	0	9.2603063518	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB9708_SGB15234.t__SGB15234	0	0	29.5858382896	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB9715_SGB15267.t__SGB15267	0	0	83.7899593726	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__GGB9758_SGB15368.t__SGB15368	0	0	7.1055333187	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Gemmiger_SGB15295.t__SGB15295	0	0	0	0	0	12.0372851889
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|s__Gemmiger_formicilis.t__SGB15300	0	0	0	1.2350443844	0	0
