Taxonomy	A17	B22	EA48	EB01	EB02	EB13	EB17	G01	M01	P01	P22	YA04	YA23	YB31	YB43	YB54	YB56	Z16
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Salisediminibacterium|s__Salisediminibacterium_selenitireducens	13	14	20	26	17	60	32	4	10	72	7	3	30	74	22	61	64	12
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Sediminibacillus|s__Sediminibacillus_dalangtanensis	12	11	20	24	26	56	58	3	1	4	3	4	30	68	30	63	80	27
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Shouchella|s__Shouchella_clausii	0	3	9	12	5	24	7	0	3	5	23	0	6	35	94	18	24	2
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Shouchella|s__Shouchella_hunanensis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Shouchella|s__Shouchella_lehensis	0	4	15	27	1	3	3	0	2	0	4	0	5	3	1	2	0	24
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Shouchella|s__Shouchella_miscanthi	0	0	2	4	0	0	4	0	25	0	4	0	0	3	0	1	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Siminovitchia|s__Siminovitchia_fortis	2	4	20	13	9	49	64	0	1	0	1	2	16	19	13	16	6	1
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Sutcliffiella|s__Sutcliffiella_cohnii	0	0	2	0	0	0	1	0	0	0	0	0	11	2	34	7	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Sutcliffiella|s__Sutcliffiella_horikoshii	7	14	18	154	91	86	169	1	3	9	3	11	42	94	12	62	19	22
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Sutcliffiella|s__Sutcliffiella_sp._NC1	0	0	0	0	0	0	2	0	0	0	0	0	18	2	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Terribacillus|s__Terribacillus_goriensis	2	7	51	26	139	40	26	5	9	2	81	31	52	54	29	28	12	2
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Terribacillus|s__Terribacillus_sp._DMT04	0	4	10	5	32	16	43	39	6	0	1	93	133	92	0	2	6	3
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_dokdonensis	0	0	6	5	3	1	6	1	0	0	0	0	5	4	0	5	2	4
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_halodenitrificans	1	7	23	0	3	6	7	0	4	1	3	70	83	15	0	18	7	3
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_natechei	0	7	13	21	10	0	19	0	0	1	9	4	6	5	0	0	1	2
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_necropolis	1	2	5	7	20	62	12	0	0	0	1	2	3	5	1	1	0	9
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_pantothenticus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_phasianinus	4	4	16	12	2	5	10	1	5	0	6	2	4	2	0	18	0	8
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_salarius	0	0	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_sp._6R	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_sp._Bac330	2	1	7	17	4	6	4	0	0	0	0	5	3	1	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_sp._Bac332	0	1	6	0	0	0	0	0	0	0	0	1	1	1	0	1	1	20
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_sp._MSP4-1	13	5	42	7	39	36	98	3	6	10	0	0	2	26	0	13	5	6
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_sp._NKC19-16	0	9	21	27	40	2	73	0	1	6	1	13	3	12	2	24	5	7
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_sp._SK37	3	3	13	7	12	23	20	0	0	0	0	43	19	20	12	25	28	3
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillales_Family_X._Incertae_Sedis	17	81	21	8	21	7	14	45	27	67	31	0	12	7	0	2	6	17
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillales_Family_X._Incertae_Sedis|g__Hydrogenibacillus	17	81	21	8	21	7	14	45	27	67	31	0	12	7	0	2	6	17
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillales_Family_X._Incertae_Sedis|g__Hydrogenibacillus|s__Hydrogenibacillus_sp._N12	17	81	21	8	21	7	14	45	27	67	31	0	12	7	0	2	6	17
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_haemolysans	228	127	431	295	107	167	238	2	17	1	28	1693	5148	979	244	29	237	45
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_morbillorum	22	254	1431	498	97	246	588	1	3	1	5	742	803	509	266	40	103	89
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_sanguinis	187	514	253	431	731	1443	839	87	20	4	0	2317	4473	4152	1682	175	683	205
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_sp._ND_6198	0	1	3	1	1	10	2	0	0	0	0	0	10	1	50	6	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_sp._oral_taxon_928	0	15	3	0	1	1	0	0	0	0	0	6	4	0	0	6	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_sp._zg-570	11	18	31	37	17	66	20	0	5	0	9	6	52	211	1	30	2	17
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Brochothrix|s__Brochothrix_thermosphacta	7	16	20	39	47	37	0	9	6	0	1	3	22	17	31	44	4	1
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Listeria_grayi	0	12	34	29	4	38	27	0	0	0	0	1	14	36	10	25	41	45
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Listeria_innocua	0	6	15	17	13	6	27	1	0	5	6	5	16	20	1	4	3	1
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Listeria_ivanovii	6	0	12	13	2	42	16	39	9	5	3	18	13	24	27	120	1	2
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Listeria_marthii	0	13	7	2	0	2	11	1	0	0	1	0	12	2	2	26	1	1
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Listeria_monocytogenes	21	16	104	69	117	45	32	1	13	8	6	19	74	186	23	77	20	55
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Listeria_newyorkensis	10	21	26	11	13	20	12	5	3	25	8	17	4	59	33	9	4	7
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Listeria_seeligeri	4	10	60	8	18	30	21	0	1	2	1	25	32	30	6	21	65	10
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Listeria_sp._PSOL-1	0	14	7	11	7	12	19	1	0	0	0	0	10	31	0	0	3	6
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Listeria_weihenstephanensis	0	6	2	0	3	10	5	1	0	0	0	35	27	29	9	44	37	10
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria|s__Listeria_welshimeri	4	13	19	36	4	31	13	0	0	0	0	3	2	8	1	23	2	6
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Aneurinibacillus|s__Aneurinibacillus_soli	7	14	14	3	19	15	5	4	14	1	42	0	7	12	3	6	0	14
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Aneurinibacillus|s__Aneurinibacillus_sp._B1	1	82	18	11	37	27	19	7	27	15	1	2	10	13	1	6	0	14
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Aneurinibacillus|s__Aneurinibacillus_sp._Ricciae_BoGa-3	5	37	22	5	11	6	13	2	8	1	58	11	29	9	2	22	13	12
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Aneurinibacillus|s__Aneurinibacillus_sp._XH2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Aneurinibacillus|s__Aneurinibacillus_thermoaerophilus	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_agri	0	4	11	3	0	2	2	4	2	6	0	0	0	3	0	5	6	1
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_aydinogluensis	0	43	4	0	1	0	0	1	0	3	19	0	0	9	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_borstelensis	4	15	38	14	31	20	14	5	12	65	21	36	13	34	6	36	28	72
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_brevis	7	37	79	50	45	45	61	10	23	65	55	43	45	64	26	25	10	42
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_choshinensis	8	23	41	13	2	17	11	2	13	8	56	9	20	15	0	22	26	36
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_composti	23	116	25	32	16	22	23	57	19	70	117	0	3	26	3	12	32	33
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_formosus	3	2	2	2	1	2	0	0	0	7	4	0	0	1	0	6	5	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_humidisoli	9	28	23	10	9	29	18	2	7	8	11	1	15	32	4	33	25	27
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_laterosporus	14	4	80	89	14	13	58	5	1	10	2	9	22	49	5	49	26	130
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_marinus	6	13	16	17	7	6	6	11	12	13	16	0	3	4	0	6	14	27
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_parabrevis	3	5	4	2	1	0	6	2	4	1	2	0	0	1	9	0	0	5
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_sp._7WMA2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_sp._BB3-R1	21	23	30	13	17	64	52	6	5	25	6	0	20	55	13	72	73	32
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_sp._DP1.3A	0	3	3	5	2	0	0	0	3	0	0	0	0	1	0	0	0	3
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_sp._HD3.3A	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	561	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_sp._JNUCC-41	0	0	1	0	0	0	3	0	0	1	2	0	0	8	1	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_sp._NSP2.1	1	0	7	0	0	0	3	0	1	0	0	0	1	1	0	0	2	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_sp._WF146	11	65	39	13	34	23	31	12	67	77	83	9	28	30	0	44	11	100
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella|s__Cohnella_abietis	7	19	37	23	3	3	9	1	2	5	21	6	4	11	2	6	2	13
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella|s__Cohnella_candidum	15	138	72	43	7	16	41	17	37	62	184	5	11	24	0	24	29	63
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella|s__Cohnella_cholangitidis	2	11	9	13	10	26	51	3	5	16	8	10	7	9	0	21	14	17
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella|s__Cohnella_herbarum	17	9	33	19	3	7	23	4	27	3	7	35	6	25	2	10	13	13
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella|s__Cohnella_sp._LGH	14	57	38	16	10	19	22	22	20	72	60	6	7	5	0	9	7	97
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_agaridevorans	21	6	5	3	9	2	1	2	7	67	5	0	10	13	12	5	35	8
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_albicereus	10	47	65	10	23	31	42	17	61	64	31	2	42	42	0	16	9	45
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_albus	3	12	30	4	24	16	23	7	21	39	65	0	10	11	5	9	1	18
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_algicola	5	25	69	62	21	16	21	10	14	64	18	4	10	22	0	17	135	21
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_alvei	3	10	23	53	34	14	36	0	7	6	13	0	12	9	0	16	3	22
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_amylolyticus	2	3	18	3	102	7	22	2	11	13	1	7	0	36	2	12	1	5
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_andongensis	0	37	30	109	9	44	28	1	9	0	2	55	221	90	293	122	8	15
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_antarcticus	0	14	17	2	2	12	13	0	16	11	5	0	14	19	15	21	36	7
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_azoreducens	14	45	19	31	19	9	46	3	33	35	13	26	17	21	9	26	41	51
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_baekrokdamisoli	1	61	32	48	23	10	29	2	11	8	9	35	16	13	7	31	23	21
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_barcinonensis	2	66	7	22	10	17	36	27	4	0	7	1	1	15	2	0	10	14
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_beijingensis	30	56	60	8	23	16	22	14	57	62	167	5	16	15	3	8	20	114
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_borealis	12	38	25	15	42	62	38	2	41	11	110	0	33	36	11	45	32	25
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_bovis	7	39	58	19	10	28	42	12	1	13	5	2	22	46	2	42	11	15
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_brasilensis	1	3	12	4	16	13	9	0	6	0	1	23	0	2	1	3	13	8
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_cellulosilyticus	14	22	54	48	44	44	33	11	35	65	17	6	13	24	59	28	38	12
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_cellulositrophicus	0	10	24	15	5	9	4	7	3	24	14	0	6	4	1	14	3	2
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_chitinolyticus	30	29	27	27	29	37	29	13	8	22	30	1	12	19	1	19	6	68
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_crassostreae	15	7	40	18	2	14	10	0	20	4	9	1	7	17	16	12	0	51
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_dendritiformis	16	71	59	42	69	35	55	12	28	58	147	6	7	45	7	141	15	386
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_donghaensis	7	21	39	42	64	75	41	7	19	31	44	15	29	65	7	61	34	26
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_durus	34	16	48	16	22	32	44	12	47	41	103	7	10	14	47	18	11	24
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_ehimensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_elgii	6	32	19	4	11	9	16	4	6	13	13	0	15	28	2	16	25	28
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_glucanolyticus	0	2	1	3	1	0	3	0	2	3	0	0	0	0	0	0	0	7
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_graminis	18	8	6	13	2	6	5	2	16	11	8	0	6	7	1	5	29	9
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_guangzhouensis	9	18	34	15	8	28	21	10	4	18	19	0	28	10	9	42	2	37
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_ihbetae	27	28	59	29	14	30	36	3	27	61	30	74	29	95	76	19	7	41
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_jilunlii	8	31	24	28	5	13	21	2	4	1	6	32	13	25	5	28	35	14
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_konkukensis	7	80	35	19	3	38	33	38	13	35	36	11	30	36	0	36	30	39
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_kribbensis	1	4	77	2	7	0	9	1	2	13	0	1	19	23	27	10	11	11
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_kyungheensis	0	1	5	9	3	0	40	0	0	0	0	0	1	4	2	2	0	4
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_larvae	4	3	4	8	10	8	8	1	6	3	3	3	2	4	2	8	3	1
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_lautus	7	10	5	7	2	5	8	6	1	88	1	0	2	5	0	3	1	5
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_lentus	39	35	83	46	29	12	63	2	51	34	127	5	10	31	1	12	19	42
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_lutimineralis	3	19	20	15	10	17	25	1	7	8	3	0	32	15	5	20	10	19
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_lycopersici	26	112	22	13	12	36	35	66	34	27	189	54	16	19	0	14	1	22
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_macerans	7	50	42	40	73	56	61	29	68	55	239	14	50	19	0	24	1	42
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_marchantiae	6	18	6	9	4	1	0	15	1	4	4	0	1	11	0	2	16	4
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_montanisoli	23	27	37	21	61	87	64	30	42	14	44	28	50	90	28	143	101	26
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_mucilaginosus	17	108	61	38	50	34	62	36	117	150	228	0	23	37	1	9	10	135
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_naphthalenovorans	4	29	38	16	7	25	33	4	29	108	19	71	14	13	0	10	11	15
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_nuruki	0	0	0	0	1	0	1	3	0	0	0	2	0	2	4	0	0	1
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_odorifer	5	13	9	9	30	14	25	6	18	4	4	28	42	26	45	10	1	37
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_pabuli	2	0	25	3	63	9	21	2	4	0	3	6	4	19	1	22	2	7
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_peoriae	0	2	4	1	26	4	17	0	42	1	2	1	7	17	2	7	11	1
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_physcomitrellae	3	80	19	14	5	3	22	96	110	30	2	17	6	23	3	22	24	24
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_polymyxa	21	14	70	63	9	43	46	1	17	6	19	26	30	126	139	50	26	12
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_protaetiae	16	40	63	79	15	8	62	26	29	31	18	7	29	71	19	68	51	36
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_psychroresistens	7	6	9	10	9	18	15	1	9	29	0	37	15	5	6	36	25	7
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_rhizovicinus	3	19	56	6	18	43	37	12	29	72	68	21	14	20	11	44	12	43
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_riograndensis	9	5	7	4	2	5	3	3	6	0	1	8	6	13	16	4	1	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sabinae	10	11	37	20	26	27	23	8	3	13	35	10	8	20	2	14	20	15
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sonchi	0	3	13	2	6	16	17	3	3	32	18	0	14	13	0	11	7	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sophorae	2	19	18	12	15	62	41	2	30	6	48	0	24	31	6	52	60	25
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp._19GGS1-52	7	16	54	13	18	8	26	2	9	2	106	29	29	26	31	26	41	17
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp._32O-W	29	192	30	18	6	14	22	42	63	36	86	2	12	16	1	12	10	37
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp._37	0	1	1	0	0	3	2	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp._481	6	2	7	9	2	37	7	0	3	2	20	3	11	19	0	11	24	13
